first	second	opt	dist	bytes
11110110001010010100110011001101000	11111101100001110001100001110001000	10	10	39588208
11011111111000100010010010010010100	11111000010110011001110010001101000	15	15	579117936
11011010011000111100010011100100100	11011110001111000110000101001101000	12	12	168599472
11101000111001001100110011100010100	11110100010100111001110000110101000	15	16	568939672
11110001111110100001001000101010100	11001111100011000100111000101101000	13	13	156869056
11111001110000011111001001110000000	11111000111100011000110001011000100	17	17	829541144
11110100001111010010001011001100100	11101101010100100110001101110010000	12	12	138476872
11111000110100010100111100001010100	11111110001100011101010010001010000	11	11	80825544
11111101001010000111010001010011000	11110011011000100110100101001110000	12	12	129065024
11111001100011110001001010100101000	11110001101110100111100010010001000	13	13	269104072
11101001101001010011011010010100100	11111011000001011110000010111001000	17	17	828136016
11110010101001111001001101001001000	10111100010011001111100000111001000	12	12	120942200
11111010101000101001011100011010000	11101110001001001110100110001110000	16	16	586447856
11100100111001101001011000110011000	11110100110011000101100010101101000	18	18	947125232
11101001011011010010100110001100100	11001110001110011101010011000010100	13	13	212447880
11011010010011010011010011010010100	11110010011010011110110000101000100	15	15	476898256
11110100101001110100100111000100100	11110010001110100111001001001011000	19	19	1023234912
11001101110010001110011001101000100	11100111001010011100100110101000100	12	12	134144808
11110010011111100100010101000110000	11110010010011001110010100110010100	11	11	60659816
11010111110100100011010100010010100	11001111100110001110000100101100100	15	15	401356648
11110001101100010100110100110010100	11110110100101010001001110101001000	17	17	816909112
11110100101001100101010011001101000	11110010111001100001010010110010100	13	13	215885104
11111000110010011101001100101000100	11111001000011110010011110001010000	14	14	412699200
11110100100101110011001001100100100	11110010101001011010001101001100100	14	14	397217264
11110001010100110110100110100101000	11101101000100111001101100011100000	14	14	351589232
11110110100011001001100110010011000	10111110101001001001100011001100100	14	14	294341656
11010010111101011000110101110000000	11011010100111001010001110100100100	19	21	923699792
11010011100111000011100110001100100	11011001111000001111100000111000100	14	14	427493680
11110000111100011000111001110001000	11101110010011011010001010100100100	18	18	903927280
11110100110011001100010100110100100	11110101010011110100100000110100100	10	10	42765152
11011110001110011000100110001010100	11011110100010001110100100101101000	15	15	510124792
11100101100011100011100100110110000	11110010100100101110100110010011000	13	13	226582664
11101101000101011000111000111000100	11111000100101001110101001010011000	16	16	630552512
11001111011001001001010011110100000	10111111011000001100001110110000100	16	16	584643256
11101001010101100011111000100100100	11110010010101001110001010101100100	13	13	270936160
11101101010001111001000110011100000	11011011100001100011001101100010100	15	15	410918696
11110001110011001001100011001011000	11101110010001001111001100001011000	16	16	647402744
11001111100001111001110010001010000	11001100101110001110011010011000100	12	12	136210760
11101100100100110101100111000010100	11111000011011001001001110001010100	12	12	117281352
11100110011000111110010010010100100	10111110101010011010000011001101000	18	18	975962624
11110100011001100100111001100100100	11101100011001111000001101001010100	10	10	40481768
11111000011011001100011000111010000	11110001111000010100111000110011000	10	10	39334328
11010100111110001110001001100100100	11101100011011001010011000110011000	13	13	304681704
11110001100111000011001100111010000	11100110110001110100001110010010100	13	13	192661568
11011001100101001111101000001101000	11111000111001100001010011101010000	14	14	367419832
11100110001011100011010011001011000	11111010000111000011100111000100100	15	15	497301176
10111100100110110010100110100100100	11011001101001001111100100010110000	16	16	777314744
11111001100001101010010110010100100	11100011111000110001110110000100100	13	13	259807136
10110100101111100100110001011000100	11111100100100011001001111001001000	15	16	416341816
11110001001011110001010100101101000	11100011100011010011100111001100000	11	11	48945136
11100011110101010011000111100000100	11110010100101001110010011011000100	12	12	158018552
11010011100111001010011000101100100	11011001100011111000100100110010100	13	13	278786056
11100110010010110111000011001110000	11100100111011110100001001110000100	14	14	305055464
11100100111011100010001110010101000	11011100001111000110001101001010100	12	12	103368560
11111010011001000110010011001010100	11100110101000111100010100110010100	14	14	300328552
11101000111100011001101100010010100	11110011001001110010011010001101000	18	18	891068072
11011101000011110011110001000100100	11110100110001101000110011110000100	16	16	650447208
11111110100100101010000110001100100	11110100011100100100110011001100100	12	12	92969168
11010110001110001110011010001010100	11110100111000011001001111000101000	17	17	813116184
11110010100100101111000011010010100	11100111010001100111000110001100100	13	13	203173568
11101010010011010011100110001100100	11111000100011101011011000010011000	15	15	515342880
11110011000011101100101001001010100	10111101100000111100001011100010100	10	10	31268536
11111000111000101010001010110010100	11001100111001100100110101001101000	14	14	238954016
11100110010011010011001011111000000	11101001100110101000110100110011000	16	16	655745248
11111111000100011001001100100011000	11101001111110010110000100100010100	10	10	40741568
11110010110010010011011100010010100	11111000101110001001001110011001000	13	13	215324352
11111001010010101001111000010011000	11011100011000101101100100101100100	17	17	867242584
11010011010010111001100101101000100	11111101001100010011010010100100100	13	13	212041992
11111110000111000110000110010010100	11111000100111000100111101010000100	12	12	109963712
10111010001111100010011001100010100	11010011101001010011100100110110000	22	22	1051329456
11110010011100110100010110010010100	11110100011100101110100101000100100	13	13	247640432
11110011100110000011010011110000100	11110001100100111000111101001001000	16	16	578592856
11100110001101111000011001001011000	11101111000001010011100100110100100	18	18	874756136
11110011000110010101010010101100100	11111100100100011110110000001010100	12	12	145841416
11101111000001110110001001001011000	11111001001110000111000011100010100	15	15	442864448
11111001001110010010001101100100100	11110001001110011011001001001011000	18	18	820072776
11111100011001010001111000001101000	11100101100101001101110101000010100	9	9	8638240
11110101000100110010101100101110000	11110100111101110010001001100000100	19	20	960024584
11110100110010100110011100001100100	11100100110100111100011000110011000	17	17	803374968
11111001101010010010010010111001000	11111001001101001001010011010100100	13	13	214119128
11101000110101001011101100011000100	11100100111100011100010100110011000	13	13	190144272
11110000111100101001001110010011000	10111110001000110101001101010011000	10	10	37728536
11111010010011010001100100101110000	11110011000111001010010011100101000	15	15	477261440
11110010011100100101110001010100100	11100110100011010100110110001101000	18	19	1016755048
11100101111000010110011001001101000	11110001110010101110000010110101000	13	13	264306976
11101100010110010010111000101010100	11011110001001001110010100111100000	14	14	312925944
11111001001101100100011010001110000	11110001110011100100011110000100100	9	9	17001768
11101000111101000110001011110001000	11010101001110011000110010110100100	16	16	616218080
11110100010100111001001100101100100	11010011101101100100111100000101000	13	13	179316808
11111001010010001011110000110100100	11101001110010011010001110010011000	15	15	453542592
11010010111101100100110011001000100	11001101111100100010111001000101000	16	17	588406376
11011110001010011100101011000010100	10111110101100010010011000111000100	18	19	866401680
11110111100100001001100110001100100	11110100101000111110010010100100100	9	9	11494920
10111011001001100011100101001010100	11110101000011111000100011101010000	13	13	203633928
11110100001110011001001110100100100	11111000100110010011110010100110000	9	9	14495824
11011001111010100010100100111100000	11011011010010011000111010010100100	15	15	565682192
11001110011001001101001110011000100	11101001101101000110011001001101000	18	18	938821096
11111001100101001001100011100100100	11110010011010010011110010010110000	9	9	11821096
11100101001110101100100010111000100	11101010011011100010001101001011000	17	17	776780408
11101001101011010001001111000100100	11011001010011110110100010100100100	14	14	382304936
11101001111001100010010111100000100	11111110000011000111100100110001000	14	14	360720392
11111010110010001010011100010011000	11110010011100101001010011101000100	13	13	248916552
11101100011010011100100100110011000	11100010110011100111000011101001000	16	16	612266784
11100100101011011100011010010100100	11110110110000100110101100001100100	16	17	617467016
11101100100110011100011001010011000	11100101010011001110001101001011000	18	18	1012015840
11011100100100111010010011001110000	11101101111000101001000101110100000	18	18	935004768
11010110011110000101001111000011000	11111001011001100100101101000011000	14	14	418035104
10110111110001100100111010000110000	11001111001000111101101000100100100	15	15	491971000
10111100100011100111010100101010000	11001100111010010011010010111000100	17	17	672503720
11111010001110100100100101001010100	11111000100110010111010000110100100	15	15	504617960
10111110101000111101001100001000100	11110101100011100010001110001100100	19	19	971147512
11110010011111010000010011110001000	11101000111001101100010100110110000	15	15	495218232
11110010001111001010011001001010100	11001111000111010101001100110000100	8	8	5045232
11111000011011001100010011110001000	10111101001100101100101000110011000	13	13	214597120
11101110000101110010001110010010100	11101001111000100101001101100100100	12	12	125255768
11110010011100011001100110010011000	11100100110110010110001110010011000	8	8	5017352
11110011001110010000111110000011000	11100101110010010011010100110010100	12	12	93808176
11011101100100110100100010110110000	11110100100100111010001110010101000	17	18	610263528
11001111001000111101010010010100100	11111000010011100101001110001100100	10	10	36588072
11001111011000011110001100011001000	11111001100001001101100100110010100	16	16	670455824
11010011111010001001110001101000100	11100100111001110010100011101001000	14	14	369927584
11101001001101110011000110010110000	11010101001110011000111001001011000	16	16	568435240
11110001100011100111010010010101000	11110111010011001010011000100101000	18	19	874971136
11110000110100111110010001001011000	11001101011001001110101100011000100	19	21	973078432
11100111001100100100111101000100100	11110001010111101000110100001010100	16	16	713492800
11111001110001011000110011100000100	11110110000011111110000001010011000	14	14	301676704
11111010011100001110010011100000100	11111100010011100010110010011100000	13	13	264265944
11101110001001010011111001001010000	11101001100111100100110010011000100	12	12	134559240
11111100101100100011001001110000100	11110010011100010100101101010011000	14	14	310569360
11101001010011111011000010100010100	10111110110001001010010011001011000	16	16	608313168
11110100110011000110110001010010100	11111001001011000011010101001011000	13	13	243798344
11111110000010010011010011101100000	11101000111001001110001011101001000	14	14	247700984
11101000111001001111010010001100100	11110011100101110000110001011000100	18	18	931472400
11111000110101000110011011000100100	11101010100111100010011010001010100	12	12	145955944
11100110010011011101000110010011000	11010011011110001001001101001010100	16	16	664354672
11100100111011000011001011010100100	11111100011001100100011000101100100	13	13	210647232
11101001100100111110100000101010100	11010101001110011001010011001100100	11	11	79001840
11010110001110010100101101001010100	11001111101100001100100011001100100	14	14	330192880
11101101001110001101000100110011000	11001111000111100000101110010010100	14	14	274523848
11111011000010100011100110001100100	11101001100011110011110000101000100	17	17	655154072
11110100110001110101100000110010100	11100110010011110011000011100010100	9	9	9396288
11101100011110011101010011000100000	11100111001001100011001101001010100	21	21	1045474152
11101001111000011100110010010110000	11110001111101000101100011010001000	12	12	156297672
11101100011100100101010011010100100	11001101110011001010011001010010100	19	19	1004959864
11110101010001101000111100100010100	11001111010011011001000110001100100	13	13	180336856
11011000111001100110001101100110000	11111100001111001001010010011100000	12	12	110199568
11110110010001111010010011100000100	11111000110010100110100010101110000	17	17	785359712
11011101000011101010011000111001000	11111001001111000100101001011000100	16	16	604355376
11110010100110100100111000101101000	11010110011000111001011100001100100	15	15	516803960
11110010110001001100111010001101000	11011000110101010010111000101110000	15	15	362936760
11011001111100011001000011010011000	11101110000111010010011001110001000	12	12	145443424
11100110101001110001110000101110000	11001111110100010010010101001010100	14	14	293936944
11100110101000110100110110011000100	11111011000100110001100101001010100	19	19	935091936
11101000110100111101100100001011000	11111100101001011010000111100001000	19	20	964757576
11101100011100010110011010010011000	11110001001110011100001101101001000	16	16	729722624
11111100001111100010001111000100000	11111110000011000101100011100100100	16	16	647269912
11111001010011101000100100111001000	11111001100011000100111001010110000	13	13	267108560
11110110100101110010010001110000100	11010100101111010100100011001010100	9	9	8366592
11110100010110001101001100110011000	11111000001101101000101100110100100	13	13	227157008
11110010100110100011001110100110000	11100011101010010011100100110110000	11	11	68080280
11110101001001010100111000111001000	11110011100100011010001110001110000	12	12	139397592
11111010000111100001110000110100100	11011000111010100110001111000100100	13	13	163226256
11010011110100010010111001001100100	11011100011000111110000101001100100	9	9	18303312
11100111001000111111000001001011000	11100111000011101010100100111000100	13	13	229394408
11011000110111000011110011000011000	11101000111110010001010011101000100	13	13	201485664
11110110000011010011100011001011000	11111110001010001001001111100000100	13	13	184166768
11101001001111001001100011001100100	10111001111100100011100000111001000	16	16	627251096
11011110010011100001001010101010100	11111110010001101100001100001100100	16	16	621573440
11011011000100111000110011010010100	11001110001101100111000010110110000	16	16	531900824
10111110110000011010100110010011000	11111110010010010010100101010010100	12	13	92916112
11010011110011000110011010110001000	11110100101001001101100011110000100	14	14	373135512
11011101000011101000111100101000100	11001111111001100100010100110000100	14	14	299833520
11111100001100100111000011001100100	11101001110100011000111100101010000	14	14	373163856
11111000100101110010011010010011000	11111110001100010001100100110100100	12	12	174228416
11101001001101011011000110010010100	11101110010001110100101100100011000	15	15	452324304
11110001010011100101110100101001000	10111011000111000100111001100100100	20	20	1004389952
11101001110001110001100110011010000	11111110001100100010100101010100100	13	13	251663416
11111010000111011000110001100100100	11111100011101000010100100110100100	15	16	533510024
11110011001001100010111010100110000	11110010010100111010010110100010100	14	14	310143368
11101010011000111010011100011010000	11101000111001110001001111000010100	18	18	851006136
11111000010011011100101001100110000	11100110100011110010011001100010100	15	15	410274312
11111001000110010011110010001100100	11110100011010011001001100111000100	11	11	69772200
11101101001100010100101101001100100	11001110001011110001100011001100100	16	16	482197576
11111000011101100001111000100011000	11110101001001101001100100111010000	17	17	777638224
11111100000110011001110000110011000	11101011001010011110000101001110000	15	15	540596888
11110110100011000110100011100011000	10111110011110010010011000010010100	15	15	400876816
11110111100011000100110111000010000	11110011001010011110001101100000100	13	13	167239352
11101100100101101001001100111000100	11110100011011000110001110100010100	13	13	223375704
10111101010010011100100110010011000	11110001001111001100010100110100100	14	14	372484168
11110010001111001100001101101100000	11110011001010010100101110011000100	9	9	15357064
11010011001110110001110001010010100	11110010101100011110000110010100100	19	19	1012326952
11110100010111001001101001100010100	11010011110100101000110011111000000	13	13	168458384
11101100011101000110010101110000100	11011111011010010000101001001101000	18	19	922442904
11111100011100000011010100110010100	11110110001011001001011100001100100	14	14	289709296
11001111010001101001100100111100000	11101100101001011100101010001101000	14	14	375879272
11011011000100111001101001001110000	11001111001010101000111100110010000	14	14	342624312
11001110111000100011111100101000000	11100111001101001110110000100010100	17	18	820846248
11110011110101000010101001011010000	11110011000110010100110011111000000	14	14	268789840
11110010100110011010110100011001000	11110101001010100110001110110010000	20	20	1039821664
11111100110100010111000100100011000	11001110101001100100110110001100100	15	15	397989696
11110010100011110011010001100011000	11100111001011101000101010010010100	16	16	591351760
11110100100110111001010000110100100	11101001111010100011001010101000100	17	17	672417088
11100111001100010011001100111000100	11110111001001001100110010001101000	15	15	488362008
11111010010110001101000111000100100	11111100010100111001000111000011000	10	10	42208392
11110100011001101100011110010001000	11110100110001111100000110100011000	11	11	85770544
11101010111000011001101100001010100	11001111000110011101000101010010100	17	17	662603904
11111101000001001110010110001101000	11101001101001100010111010010100100	12	12	119569968
11111000100110010011010011010011000	11100100111010101001111100001001000	10	10	43392504
11111110100001100010010111110000000	11100111000111100010001110001010100	11	11	64588968
11111001011010100011100001001100100	11011001001110110101000100110011000	20	20	1005530744
11100111001100011000101110001100100	11111111000100001001101000101100100	13	13	215908968
11001111100100110000111101000100100	11110101100100110101000100110110000	13	13	217368528
11110100110100010010101011100101000	11011100110011001100100110010010100	16	16	557593728
11100110001111001001100011001010100	11110101001110001100011001001100100	13	13	258074936
11110100101100011110011010100000100	11101100100011110100100110110100000	19	19	998960744
11111000011011100010100101010010100	11110001010011011100010011001100100	16	17	712990672
11111010010110001100100100101100100	11111001100010100101010100101101000	15	15	452824688
11100111000011110100011001110000100	11111100110001001011000011010011000	15	15	498887168
11101001100110001111000110100010100	11100011111100000100111000110010100	12	12	108923640
11100100111101001001101011001000100	11110001001111011100010001011001000	18	18	911442664
11011001001110110000111010010010100	11110111010101001011000110100001000	15	15	525480192
11011101100100110010011100010010100	11110111000011001100100100101100100	18	18	945567192
11101011000101001101100011100101000	11011000111001111110100000010101000	16	16	533960024
11110011110101000011000110011000100	11110110001101001100100111000010100	14	14	370591328
11111000001110110010010011010101000	10111111000001001011001111000100100	18	20	870405776
11011100010011101001010010110011000	11110000110011100100111010001101000	13	13	199652376
11011001011110010010010011100010100	11110010001011001110010011010010100	11	11	65971400
11111111000001110000010011001010100	11101010001111101001100010100100100	13	13	209114432
11100110110010001111000111100000100	11111001000111000110100101001100100	12	12	138546056
11111001111001000100100101100010100	10111101001100101001101001001101000	14	14	283229224
11110101000100111101001001100010100	11101110011000010100110100110010100	13	13	216536144
11101110100011100001001110110000100	11110001110010110010010011001010100	17	17	701470120
11100110010010111101000101111000000	10111110010100110110000101011000100	14	14	237990520
11111010010010011100101010001100100	11100111000111100011000110101001000	20	20	1024896168
11110100110001100101100010110010100	11010011010011110101100010100100100	13	13	165200264
11100111000111000101100011100010100	11111001100110001001100110101000100	13	13	292909280
11110101100000111010001101101010000	11110011100001001101110110001000100	16	16	456850008
11011001001111001011000011110000100	11111100100001001111001001001101000	16	16	639758256
11110011010010011100001110110010000	11101000110110001011100110100100100	15	15	406521696
11100101110001001110110100100101000	11110110100011100011000100110100100	20	20	1044595832
10111110110010001001100100110101000	10111100011010010011011001010100100	14	14	305571000
11101111000110101000100110001100100	11110001101010010101001101010101000	15	15	385896240
11110010011100011001101100100011000	11100100101011101001010011001010100	11	11	56906504
11101001111001010101010100100110000	11101001101011100001001100111000100	17	17	893003432
11100111100001010011010011010011000	11111001001001001111100010100100100	16	16	684055040
11001111010011000100111010001010100	11010100111110010010010100101101000	12	12	161191336
11001111001100011001010011101000100	11110000111101100011000111100000100	16	16	754825376
11011011100010010011001100111100000	10111001100101110100101100100010100	20	21	990693112
11111001001100010101110001100110000	11110100110001001111100010010011000	18	19	934332968
11101011010010011100100101110100000	11110001010011100101001101011000100	15	15	410695144
11100100111110001011100001010011000	11111000110011000110111000100010100	15	15	546586776
11111000011000111011000101100100100	11011010110011001001100110001011000	19	20	969586256
11010011101000110100111010011001000	11101100100111001001110000111100000	15	15	492701128
11110010100101100110100010101011000	11111110011000001100110001001110000	10	10	36147680
11011001001111111000101000001100100	11110011001111000010101001011000100	17	17	913522424
11100011001111000111001100100110000	11110010011010011010010100101110000	15	15	498379312
11101001110011001001010011001110000	11100111010001110011000111000101000	20	20	1044429480
11001111100010011100001101100010100	11111001100110010010110001011000100	17	18	824225800
11011110010001110101000111000100100	11001011101010100111110000010010100	19	19	969994520
11111000011001010110001110100100100	11011001001110010101001110010010100	12	12	158067768
11110010011100100011100100111001000	11110010010011100010110100110010100	7	7	3106056
11110100110110000111000101010010100	11111000010011100010101011101000100	13	13	175173128
11010101100011010110011000111000100	11011101010100110001001101001011000	16	16	741918376
11111001011001001010010101010010100	11101110010011000100111001101100000	13	13	183531712
11100100111001100100110110101100000	11111100010110001100010011001100100	15	15	423080784
11101100100100111000111000101100100	11111100000111100010011001100110000	14	14	292339200
11011100100100110101100011110000100	11101001111010001010011100001110000	16	16	668025056
11101010011110000101001111001000100	11001111110000100101001111001000100	7	7	2022888
11100101101011000011011010010010100	11101010010110010110001101011010000	19	19	956443456
11011110011010100001001111000110000	11010100111101001010010110001011000	15	15	439725320
11101100010110001111000110001100100	11111001001000111000110110100011000	16	16	699382664
11010111000011001110010010110100100	11010111101000011001011110000011000	17	17	808481944
11001111100010100111011001100001000	11111001100010011001001101001100100	15	15	510387744
11110100001011001100101111110000000	11110100110110000111100011000101000	13	13	151707248
11011100110000111001101001110000100	11110001110011011000101000110100100	16	16	581940920
11100101101001011110110010001000100	11100111100010010101001011001100100	18	20	808265624
11101001101100011001100011011001000	11100101110010010011001101001101000	12	12	131663344
11111001001001100101011010001100100	11101011010100011100010100111001000	15	15	519796416
11101101001101000111010011000100100	11001111100100111100011100100000100	14	14	369587128
11001101100101011001001110110000100	11100111010001001101100110010011000	13	13	261211328
11111010101010010010110100100101000	11110001101001010011001110011001000	15	15	429922240
10110111010100100011001110001010100	11110100110001100110011000101101000	17	17	673656984
11001101110001110010110010010100100	11110100010011110011000011001100100	15	15	488875320
11010100101110101001001101010010100	11101010100111001010001110010011000	11	11	78022256
11100011100010111010101011000101000	11001111100001011001100011110100000	16	16	487345336
11011110000011001110011001010100100	11100110101010011001001100101101000	21	21	1049425208
11111001100010110010100101100010100	11110100100111001110100001100100100	14	14	327323448
11011100101011000110010100110100100	10111010010011101001110001001011000	19	19	1011250128
11110001100100110011100100110110000	11100100111001100101001011001101000	15	15	491367208
11100011100011100110010110001101000	11101011000110001011101000110011000	18	18	922109736
11111001010010010111110001000101000	11110001110001010101010100101110000	13	13	239546352
11110010011010001110111000010010100	11111011000110000111000110010010100	9	9	14211824
11111101000110001110000101001110000	11110110001001111100001010110000100	14	14	397152552
11101001011001001100111010010011000	11111000101110000110011000110011000	6	6	748664
11011101110000111001001100010010100	11101011001001110001010011110000100	11	11	63391120
11100100111100010011011100011000100	11110001101001001111011000110000100	15	15	514125400
11111000100111101000011001011000100	11011110010100100101001110101001000	17	17	871134032
11011000110100111000110110010011000	11110100100011001111001001100011000	14	14	336944432
11101110011010010001001010110011000	11110001111100100100011100010101000	17	17	665803496
10111100100110110000110011100100100	11111100100001001011111001000010100	19	19	927418144
11100110011101000111100010010100100	11111001011011000010010010111000100	13	13	287575200
11110101100001010100111010011100000	11101100101001100111101000100100100	18	18	893750912
11101100011101010011001010001100100	11111010010001100110011000110100100	10	10	34383488
11110111000101000011111000100101000	11100111010011000111001010001011000	17	17	741305424
11100111000100111110010010010010100	11111010100011100010001110100010100	13	13	270067528
11001111100111010000101101000100100	11110100101011010001101010100011000	14	14	361332096
11111100001110010001110100010011000	11111010011000010010111001101001000	13	13	190455008
11110011001011100010010100110011000	10110011101001110001101011001001000	18	18	853230896
11010011100110101000111010010100100	11011001100010111001010011001110000	15	15	529600888
11110001111100110010010010010010100	11110011100001001110011101000010100	16	17	736986792
10111101110000111000100100110100100	11111010001100110001101100100100100	17	17	731252328
11111001101000111010001100101001000	11001111000111010011001001111000000	14	14	342081296
11111100100011001000110110010011000	11100011100011100101001110001100100	17	17	663857944
11010011011110010001110100010010100	11110010011011010100011100101001000	15	15	453853288
11101001111010000010110011101001000	11111001010001111001100011001000100	20	21	982415256
11110001111000111001001000111100000	11001011110010100100111000101011000	10	10	23023576
11001111000111100101000110010010100	11100111101010001001111000010010100	12	12	143480784
11111100100010011100011000101101000	11101001010011101100010100110010100	12	12	141846688
11110010110001011001011000111001000	11110101000111000010101111001001000	16	16	710798464
11100100110011100110001110011001000	11111001001010010011110000110010100	14	14	375985616
11010100101110101000101111001001000	11011010001110101010011001010010100	11	11	65950368
11101000111100011010001110101001000	11110100110100100011011100010010100	16	16	645159288
11110010100111010010011001100101000	11001101100101001011100111000100100	16	16	671784584
11101010010110100101001101001110000	11101010011001001110101010001100100	10	10	42621280
10110111011001010011010010010010100	11101001100101001101011001001011000	14	14	362523048
10111110010010011001001100111001000	11110011110000100011010011101000100	19	19	969720368
11011011001010100111101001100100000	11110001100111100010110001001011000	19	19	1037600104
11101011000100111001011110000010100	11101010010100101100111101000101000	11	11	67162072
11110011000110010100111010011001000	11111110001010100010101000110010100	14	14	399983720
11101001111000100110110010001100100	11101110010100110011001001100100100	13	13	266778688
11011110100101000101001100101101000	11101100100110010111100001010011000	15	15	456277848
11110010010011110001001011100100100	11111100100110001101100001001100100	10	10	46331928
11110110100110010001101000110011000	11110111010010100101010001001010100	13	13	218229920
11111000101000111011000101100011000	11100110101010011010011001010011000	10	10	26256904
11011010011011010001001110010011000	11100011100100111100100100111000100	16	16	596483456
10111011100010010010111010010010100	10111100100101100011111000011001000	13	13	212101520
11011100001110010011101001010010100	11001110100110010101001100111000100	14	14	365842632
11110001001101110010011100011000100	11101001110011001001110111000010000	14	14	362411936
11001111001001100110001100111000100	11001110110100011001100011001100100	13	13	288429648
11101010100101011001001110010100100	11100101001110011000111110010010000	12	12	112051360
11011101110000101001001111000011000	11001111001001011100001111000110000	10	10	32534880
10111110001110010001101010100100100	11010011101001111001100011100001000	18	18	919261488
11010101001111000100111101001000100	11011111010010010001111000010010100	16	16	677746936
11110110000101100011010011100100100	11110110001100011001101001001011000	11	11	60810824
11100101001111100011000100110010100	11011000110010110100110110010010100	14	14	381354840
11111010011001001001100110010100100	11110110010011010001011110000011000	14	14	431939104
11110010100110001101001011101010000	11100011001110111000001110011000100	13	13	151981120
11101100100101100011010100101100100	10110011100100111100110011000110000	13	13	153543080
11011001110110000111001100100100100	11011101001010100100110011001101000	14	14	379893192
11110100011001011001010011001100100	11111000110100110010010010111010000	12	12	128240544
11110110101010001001110001100100100	11100011100011100110100011001101000	16	16	531459288
11110010011011001001110101000110000	11110010101110010001110001001101000	13	13	260977192
11100011110001100111001100001011000	11100100111101001011001110100000100	16	17	637672488
11110001011000101101110001110100000	11110001100011110010011100010011000	15	15	376443624
11101100110010100110010111000110000	11111001100010110010010110100100100	13	13	235038184
11110011101011000101001001110000100	11110011000110100101100011100010100	13	13	189663008
11011010100111000111000101110001000	11111100000111000101001101100010100	11	11	69382488
11111010000011001110011000101101000	11111001010011001010010011011000100	16	16	569730272
11011100110001101010001101010011000	11110100100111000011101001010011000	14	14	300010152
11101010011001010011001101001100100	11101001100110010100111000111100000	19	19	1021345168
11110110001100011001001110010110000	11110011000101110010001101001011000	16	16	592537160
11110100101100011100001110001100100	11110101000110101001001110010100100	11	11	83294656
11100110100011010100111100010100100	10110110011000111101010110001000100	14	14	286563128
11100101001111010011001100101100000	11010011101101001001011101000011000	19	19	1025801832
11111010011001100001011010001011000	11110001101000110011101001010100100	16	16	474123480
11100110110001101000110011101000100	10111101001011000011001110010010100	18	19	831274368
11111111001001110001001001000110000	10111001011001100011101100001100100	14	14	332960432
11110110000101111000011001010011000	11001110001111000110001110010010100	15	15	421520448
11110110001001100011010101011000100	11110001001011011001110110001000100	13	13	156737592
11111010001010001110010011001110000	11111000100011110001100110100100100	16	16	627464472
11010011110011000101110001001110000	11010011101110000110010010110011000	12	12	173047136
11010011101001001110011001010011000	11110100110010011110000110011000100	16	16	763878320
11110001001111100100111001000100100	10111110001100100110011010010110000	18	18	959272792
11111101010100010010011001100100100	11011100100011100101110001010011000	14	14	383869648
11100011110000110011001111010010000	11111101010010100011100100110000100	19	19	979979896
11001110101001110001110010010011000	11101000111001110010011010010011000	10	10	47143880
11110100101001101001001101001100100	11001100111110000010111001100101000	17	18	745047320
11010101001101001110101001101000100	11010011100111001101001100100101000	17	17	818074368
11101001100100110011111001000011000	11110011010001101000110011100010100	16	16	659528256
11111001000110101000111000101100100	11101101000110100111010011010010000	17	17	760176184
11110001110011000110011000110110000	11001101001110100111100000110100100	10	10	22318232
11011010001101001110110000110101000	11110010101001111000001100110100100	17	17	673604664
11111001100101010010001111000110000	11001111100010101001010101001010100	15	15	389965000
11110001100110001011100011001010100	11100111100011000101001100101110000	11	11	62904240
11101100110001001110010011010011000	11111011000100100110110001011010000	11	11	84801312
11110100010110001101001100110011000	10111001001111001001010011101001000	14	14	356651896
11010011111001001100100101100101000	11111110000111001000100110011000100	18	18	963122432
11100110011100011010010011010100100	10110100111100100101111100100100000	18	18	902756384
10110111101000010100111010010100100	11101010011000111001110010001011000	17	17	822747296
11110100110101100010101100011000100	11111100001000111100100110010100100	16	16	696524096
11011001100100111001100111000110000	10110101001010101111100001100100100	15	15	443917392
11101100101010010101001110001110000	11100100110110110100001101110010000	16	16	693659696
11110010011000110101100111000010100	11101001100110100011001101001100100	16	16	627671416
11111101000011001000111001100100100	11110100100111101010001010010010100	12	12	111244864
11011011001000111010100011100010100	11101101001001001110011110000100100	14	14	287137056
11110011101000101100100111010001000	11110101100011110000011010010100100	17	17	883810632
11111000111010110010001001001100100	11110001110001001111000101001100100	12	12	144661304
11110010100101011000101110001101000	11100111110100100010001110101100000	13	13	180414280
11110001101000101100111001100100100	11100110110011001110000011001101000	16	16	564641128
11100111001001010011110001100011000	11110101001100111001101001000100100	17	17	885271048
11100101111100100100100110010010100	11111000011001111000100100111000100	13	13	264863280
11110110011000111000010011001100100	11100011101000111000111000110110000	14	14	263394840
10111001110001111000100111000100100	11110110100110000100101110100100100	16	16	782836216
11100101001110100101001101011000100	10111110010010010101100110001110000	15	15	465552144
11110100100101001111001000111100000	11111001100010100010111010100011000	13	13	243262968
11111101001100010011100001100010100	11100110101001001101001011011010000	13	13	177634992
11010100111100101010010011101000100	11101111001100000110101010001100100	20	20	1055059808
11100110101000111010011001001100100	11100110010101001111010001101000100	15	15	542761096
11110001100100110101011100100100100	11110100001101101010001101001110000	15	15	473232688
11110011100100110110001010001101000	11101100101001010100101010110011000	12	12	95417056
