first	second	opt	dist	bytes
11101001100110010111110000001101000	11011000111110000011101001010011000	17	17	864888944
11110001101001111001001100001101000	11110100001111100010101001001101000	13	13	224719984
11110010100011101100001010111100000	11011001111000110100011100100010100	17	17	683750288
11110010100110001111101000001011000	11111001000110110000111000111000100	15	15	536485280
11111001001110100100011010010011000	11110010011100100110100101001101000	14	14	419049280
11111000011100110010100011101001000	11101100101001110110010011100001000	13	13	228691568
11111001001001101100100010111001000	11110101001110000101100011100011000	11	11	53810840
11110101001010100110001011011100000	11110011000111100000111001010100100	13	13	186376568
11011000111101001110100010100010100	11101101100100100100111011010000100	15	15	509393208
11110100011011000111001101100001000	11101011000111010000111001001010100	17	18	703707776
11110000111110000110001110011000100	11011011000110100101100100110101000	17	17	801866072
11100101100100110111110000100100100	11100111001001100011110001001101000	17	17	831807320
11111110010011001001010010100110000	11100110111001000010110011010011000	18	19	936201328
11100110001110011110011001100001000	11111100001100011110010001100011000	12	12	125762064
11011111000110001100010011110100000	11110011001001010110010010110011000	12	12	137398904
11011110100111000010001011100011000	10110110110000111001010010110011000	15	15	334763464
11100111000011110011000011110010000	11001100111001100011001011001110000	10	10	23823120
11101110010000111110010001001011000	11101100110010011110010010010011000	8	8	4496864
11010100111001001111010001010010100	11111010011000100110010100110010100	12	12	153184120
11100101001110011010001011011000100	11110110000111011000101001100100100	16	16	573027120
11111100010011100100100100111001000	11111110001000010011110001001100100	12	12	173721728
10111101001111000010110100010011000	11100111101000110010001100111001000	18	18	904917280
10111000111001101011000111000011000	11111100010100101110000010110110000	17	18	722460864
11010011100011101100100010110110000	11110010100111001010010100111000100	17	17	683297288
11111001001111001000110101000011000	11111000110011000110100101010010100	15	15	451893760
11110010010111001011000110010101000	11001011111101001000110001011100000	18	18	894609424
11110101101001001001010011010110000	10111110100100110100001101110010000	16	16	546266936
11101110010010100110001110001100100	11110001011010010100111010100010100	15	15	504752240
11101011010001100100111000110100100	11100110110100110000111100100101000	13	13	207282480
11101001100011101001011001001100100	11111011010001100100100011001100100	13	13	260715576
11100010111010001101010100110100100	11111111101001000100100101000101000	16	18	632004024
11111011100010001100010011100100100	11111100100001111100000011001011000	12	12	116476424
11101001011000111011001000110011000	11101010011001111000100101010011000	15	15	488804504
11101111010010100011001000110110000	11001111010001001101100011100010100	18	18	721200264
11110100101001010110001110100010100	11111001001011100001010100110100100	19	19	1015087824
11101000111010100011101000110101000	11100011100101010011101101001001000	13	13	141118320
11110010010111010010100110001110000	11100101010100111001111000100010100	16	16	752365704
11011101001100011001101001100011000	11100111000011100100111100101100000	18	18	986966440
10101110100110010111001101010100000	11111100110100001100110100001110000	20	21	955510176
11100100111100010010110101001010100	11111001001100010101101101000100100	10	10	42137040
11100111010011100011001001001110000	11011000111100110011000100110011000	19	19	1041595168
11111100100011001011001000111000100	11101010011001001101001101001100100	15	15	417537992
11011100111001001010011100110001000	11110100100110110001001110100010100	17	17	845707272
10111010010011100100110010110110000	10111001111101000100110011001000100	20	21	1034397432
11010011111000011001001010110101000	11001111100010010110010011101010000	17	17	755206752
11111001000011101001010100111000100	11001111010110010011101000001110000	16	16	621678544
11110011000101001101010100101101000	11100101001110110011100010010110000	9	9	10260592
11110100111100101001101001000010100	11110001001011010110001110011000100	15	15	395913592
11010011110001110011100100001101000	11110011010010011001110110001001000	18	18	871303400
11101100011101100000101101101000100	11101001010010111000111100101000100	13	13	126722704
11110101100010010011010011011000100	11110011000011010110010010110011000	11	11	47826704
11011111010010011001001001011001000	11111000110001110010011110010000100	16	16	671276520
11110100011000110101001100111000100	11100101010101100011011000111000100	13	13	240911744
11110110000011100010101100111000100	11110100110101001001110000111010000	14	14	327158368
11111100011000010110100110010010100	11100011111101010001000110001010100	12	12	121201880
11110110101000100110110111010000000	11111100010011000011110010011000100	13	13	109471744
11111000100011100101011000110011000	11101110000100111110011001000100100	15	15	492633040
11111001000110110010001110100100100	11011001111000110000111110010001000	16	16	627239472
11010011001111001100010101100011000	11101001001111001010011011100001000	6	6	769512
11101101111000010100011010001011000	11010111100100011110001101000010100	11	11	49094512
11110001110110001011001001010010100	11111100100110001001110010101000100	12	12	144415112
11011100011100001110110010010110000	10111100100101111000010011010011000	19	19	952074264
11110110010001001101111000011000100	11110010011100100111000011110000100	15	15	424919248
11100110110100100011110010001010100	11010011100110011110000100110100100	16	16	608239944
11011010010011101011000110001010100	11100111000011111011000100110001000	13	13	221693248
11110001010101001101100010111010000	11100011001111100010100110011001000	12	12	89319776
11100011001110101000110100110010100	11110011101000110100100110010010100	11	11	54335440
11110011010100010011100101011001000	11110010001111001001100011011010000	12	12	122765656
11110110010010011100010110010100100	11111000110001001101011000110101000	17	17	773300392
11100111100110100100110100010100100	11111101001001100010100101001100100	18	18	935703496
10111100101100100110010101001110000	11101010010101100011011100011010000	16	16	826981400
11011001101000111000111100100011000	11100101100010111011001001001011000	11	11	60641696
11011100010011110001010011100100100	11110011000111000110010011110000100	12	12	142062672
10111100011110001001010011010101000	11110110010100111000001011100011000	14	14	317168080
11110001100111001001010100110100100	11111100100010110000111010010101000	12	12	169632240
11110010010111100011000010110011000	11111010001001111000011001001010100	16	16	576505736
11001101010100111001011001001101000	11011001100100111101000101001110000	9	9	12816904
11111001001100001110010011110000100	11111000011001100100110011001100100	9	9	14491000
11111001010011001100001100111000100	11111010110001110001000110101000100	8	8	7088936
10111110011111001110000001001010000	11100111011011101001000011001010000	11	11	53230800
11111001001110000111000110101001000	11100111111010000101000010101101000	17	17	816192424
11111010100100101010100101010100100	11100111011000110000111011000100100	15	15	565909168
10111110000011001111100101001001000	11101100111010010110001100100010100	18	18	894587768
11100110010011001100110100110011000	11011100011100011110001110001100000	17	18	813767792
11100011001111100010101001100100100	11011100001111100101001001101000100	9	9	14450168
11111000100100111010001110100110000	11111011010001010010100110010011000	16	16	602374208
11100011110010001111010100100101000	11001111010001001011110100001100100	12	12	94361920
11101001001101100100111000101100100	11011101001000110100110110100110000	16	16	665900728
11101111000010111000100110001100100	11010011011010001111001001010010100	20	20	1032297008
11100101001010110110010110010010100	11001111010010010011001011001100100	14	15	282319808
11101101100110001010011011001001000	11110010011001001111100010001100100	16	17	562561088
11110101000110100110001101011000100	11110001110100011000101111001000100	15	15	456406904
11101100101000111011001110001100000	10111011011000101001010100111001000	16	16	485360064
11110010011110001001011010001100100	11110100011111000100010100110101000	9	9	18261512
11110010101010010011110010010110000	11110010011001100011100110010100100	10	10	39513040
11100011110001011000110111000110000	11111111010010100001000011101000100	17	17	718435752
11011101100011001100101001010100100	11111100100101001101001000110100100	10	10	31942392
11100011100111000101001111010001000	11101111100100000110101000110010100	18	18	954308312
11011010010011110001010100110100100	11100111100100100110001110101010000	13	13	255487488
11010011010011110101001000111000100	11001110110011001000110011110001000	18	18	930256112
10111110100110001010101100011010000	11100110111000010011001110001101000	18	18	946372944
11101001001011100011001010111001000	11111001010100010111110000001010100	18	18	896939752
11001101010100111100010100110010100	11110001011101100100100100101101000	13	13	267895040
11111101000110001100100110100010100	10111001010010111100110010001011000	13	14	171896960
11110010011110010101001010001011000	11110100100101011000110101001101000	12	12	136249936
11100111000011101111000010001010100	11101001111001001001001111010010000	17	17	780293528
11011100110001110000110110100010100	11111000100111010010100011001010100	15	15	420313176
10111000111100110010011001010100100	11110000111010100011010011010100100	10	10	25365888
10111101100001111100010010100010100	11100111110000001100111001100010100	15	15	421999264
11001111010000111101001001110000100	11111001001001011101001000101110000	13	13	213748488
11110100110001111001000010101011000	11100110110010001100111100010110000	16	16	558623208
11100110010110001101100010101011000	11011000111101010011010010010010100	12	12	116467128
11100110110011010000110011100101000	10111011011000010100111101001000100	18	18	754245616
11011010100011101100010011100101000	11111110100000100101011000111000100	17	17	712400456
11011101110010001110101001000011000	11011001011100001110011000110010100	17	18	668119632
11110000110110100110001011001100100	11110100100110011001001011010100100	10	10	34468496
11111010001010011100011010010010100	11010100111110001010010110100100100	14	14	318499584
11100011100011111000101110001100000	11110110001100011110000111000010100	20	20	1010941160
11101000111100001111010001001100100	11100110110110100100001101001100100	13	13	243047792
10111101100001110100110000111000100	10111010010011100111001000111001000	10	10	29457640
11101001010011110001001011010011000	11010011110100010011100011010011000	6	6	432184
11101010010011001101101001001011000	10110101100101001110011110000110000	15	15	368450624
11011101010010010010111001001100100	11111000011001100111010001100110000	21	21	1036230056
11110001110100111000110001100100100	11111100100110010001110001101000100	10	10	46172872
11110010110100011011000011010011000	11111010010100110100110001001010100	12	12	116142720
11101100011100011110000011010011000	11101010010011110001100011101001000	9	9	17286920
11111110001001011111000000101000100	11100111001010010101101010001010100	19	21	973266400
11111100101001001100011001001011000	11110100011101001100011001001100100	8	8	8135408
11110111000101001101000110001110000	11110010100111001010010100110101000	13	13	254285560
11110100110100011001110000110011000	11101100011110000101001100110010100	11	11	82755080
11111001001001101001001110011010000	11111111000100101000101001101000100	16	16	675265464
11011010001100110101110001101000100	11010111010101001001010011011010000	17	17	633018328
11111100110001010011001100011001000	11111001000111001001011001001110000	13	13	296063888
11101110100101000011100011001110000	11010101100011101110000101010010100	20	20	976598304
11101001010011011100100110100110000	11101100011010011100001111000011000	13	13	228684448
10110111100110000110100101010011000	11100111100100101001100100101010100	14	14	307752728
11110100010101001101110001010010100	11111100100011000101010100101010100	11	11	72617904
11010011011011001101100100100010100	11100100111100010011111000011000100	17	17	660587960
11101100010100111101001011000010100	11010110100101100011111010000100100	20	20	1031707104
11011110000101001110001111100000100	11111010111000010010011010010100100	12	12	156553456
11110001001110101001001011101000100	11101001111100010011100010001100100	18	18	825153136
11100100111110100100100101010100100	11101010011001111001001001100011000	17	17	890873616
11111000010110100101001111001000100	11111011100100101000100110100011000	12	12	157911584
11010011110001100010111010010011000	11110010011001001110010011011010000	17	17	790435480
11111111000110001000100110100010100	10111010100111010001101000110101000	18	18	950894928
11111100001110010010011100101000100	11111101010010010001100100101110000	15	15	550677576
11110011001001100111100110001000100	10111110001000110101001110001101000	19	20	961487576
11101001011110100010001101011000100	11110001101110001001011000111000100	13	13	187776320
11101001001110001111001010100100100	11110100011010101100010010101110000	15	15	534656376
11111000110010011100011001001010100	11110110100101001001101001100100100	12	12	145791968
11100011110111000010011001100100100	11111010001001110010001110101000100	14	14	350104208
11111001111000010001010011100101000	11100101010011100100101110001110000	13	13	234864248
11001110110001110010011000110010100	11010011101000110100111001010010100	11	12	80712000
10110011110010011110000011101001000	11001111000100111000110110001100100	16	16	676743696
11111010001001100100111010100010100	10111000111110000110010011001110000	13	13	184479056
11111000010011110011101000011000100	11110010010110001101001111000011000	13	14	228746048
11001111110001000100101110001100100	10111110011100001110001001100110000	17	17	749587392
11100110010100110100110100101100100	10111000111110001110000111000011000	15	15	425304320
10111100100111000100111011010010000	11110010011100010011100101010011000	20	21	1044345416
11101010011001001011001111000010100	11110111000110000100101110011001000	11	11	80398792
11010011101001010010110111000010100	11111010000110001011100011101010000	18	18	897017112
11100111100100100110101010010100100	11111010011000100111000110010100100	9	9	17772648
11011010011001001110010011010010100	11100101011100001110100110101100000	12	12	150846016
11111001110001010010100011100100100	11110011110010010100111100001000100	14	14	381102496
10111010010011110001010100111000100	11111000100011101100100100101011000	13	13	199435912
11101100110001110000111110100010000	11010011101001001111010000110110000	14	14	289254024
11110110100110100000111001010011000	11110111000100010011101001100100100	15	15	331729208
10111110010010001111001011100001000	11111010010010110100001100111001000	16	17	655514424
11110001111001100110000110010010100	11110001001111001011000110010011000	8	8	8188440
11001101100011011100100110010100100	11111010100110011001010010101000100	15	15	495059784
11011010011010001100101110001010100	11101001011001110010001101001100100	13	13	202446832
11110100111010001011001011000011000	11111010100001101001010011010011000	17	17	816262392
11110010100110001100111010100011000	11011100111000001110011000110110000	14	14	311871032
11111010010010011010011011000010100	11110100110001001101001011101000100	14	14	360803648
11110010011111001000110010100010100	11010011100110110001001111010000100	13	13	192927984
11111000100011110011000100110100100	11111010011000111001100001001011000	10	10	31708760
11001110110001101000111100110000100	11110010010111000010111100001100100	14	14	371359760
11001110111000001111000101001110000	11100110010011010011101001001100100	14	14	341376040
10111010010100111110000101001100100	10101110101001001111000100101010100	15	15	601046520
11111011001001001111010010100100000	11111001010011000110010100110101000	11	11	70578648
11111110010000110010001110011100000	11011100010011100010111100011000100	13	13	147408128
10111010011110100110010011000110000	11011100111010001000111100100101000	16	17	764857600
11011010001111100010010011111000000	11101110000110010100111010010010100	10	10	41575664
11111110001000011101001010010011000	11011100100010111010011000110100100	10	10	23094112
11110010101011000110101000111000100	11111001100011000111000011100010100	10	10	39008752
11110010100100110011111000101100000	11101110001001110010010101001011000	22	22	1048446184
11100011111000100110010011011100000	11110101000111010001110011000010100	21	22	1052014440
10111110010001001110010011110010000	11110000101111001110001001100011000	16	16	639127744
11111010100011000111100011000101000	11100110110000101110010011010100100	18	18	880225080
11111001010101100100011100010010100	11001111010010011101100100100010100	14	14	297855872
11010011100011101110010010011001000	11111100100011001001011100001100100	20	21	1021073736
11011000110011111010000100111001000	11110010011010010011111000011001000	11	11	73087760
11110011111100011010001000010011000	11110001010011011100100101001100100	19	20	1002916600
11110110001111110000100100100100100	11101100001100111111000100011010000	14	14	458423368
10111110010010010101010010111000100	11101001001111001010100110111000000	15	15	464990400
11011100100101001110100100110010100	11110000111100110100011001100011000	20	20	1046737120
11101001100100111111000001011000100	11011011001101010001010100110011000	19	19	1043034280
11110001001101001111000111001001000	11110110001100011011100010010011000	14	14	342611960
11011010100100110111011001001100000	11011010010100111101010010011001000	8	8	6528600
11111100000101100100101100101100100	11011001100011100110011010001100100	10	10	32841256
11111000111001010011000101001110000	11111001001000111111000100100101000	16	16	740156184
11110100110001101010001101010010100	11101111010010011010001001010010100	12	12	116729512
11100011010101010011100011101000100	11010011110100010011111000010010100	7	7	1913064
11011110100001010010111110000101000	11110001111000011100010011100100100	18	18	867160632
11100110001111000110010100110011000	11110101010100110001110001001100100	19	19	1037079920
11100110010010111100100010110101000	11110110001001100011100101001100100	14	14	285422344
11111000100011100110011000111000100	11010011110101000110001011011000100	14	14	310511704
11001111100001001101010011001101000	11100011001111010010100011100110000	11	11	79993336
10110011011101001100010100101110000	11100011001101010011111001000010100	15	15	386506160
11101001100101110101000110001011000	11100110111001010010001011110000100	16	16	611970280
11110010010111010100100111000100100	11111010001100101000111001101010000	14	14	392103664
11101001011000111010010100110010100	11001111001100011010010100110100100	7	7	2040424
11100011011110010000110110110000100	11010010111010011010010011011000100	13	13	158300896
11101111000100010101001110001100100	11111001001010100110100100101110000	12	12	127769144
11011101001100010100111100010100100	11101100100110100110110010011000100	16	16	744431848
11101100100111001100011100001101000	11111001001010100101001110010100100	20	20	1050620944
11110110001101000110011100010010100	11100111001000111100010110001101000	17	17	800853344
11110100101001001101001111100000100	10111111000110011000101000101101000	17	18	806553024
11100010111010101001011010001100100	11111000111010011010100101010001000	14	14	346396608
11110100100110110000110101001101000	11111000011101001001001110010100100	16	16	593922456
11011011000011010100110011100010100	11110100011110001100011010001011000	16	16	638012000
11011001101000101110001111000101000	11011101001000111001100101001100100	12	12	120363320
11110101000111000110010010110011000	11110110100001110001010011001100100	10	10	33681000
11101001101001100011110100010010100	11110100111000010101100110001100100	13	13	277320192
11110001001111100101100011100010000	11110110000110001110001110001100100	9	9	15920360
11011100010011111001000011100011000	11011000110110011010100011111000000	11	11	64170152
10111101101011000010001011001011000	11111001001010011110100100100100100	16	16	457691328
11111001010011000111101010010000100	11100110110001100101100011010010100	13	13	187138192
11101010111010000110001011011000100	11111100001110000100111100011001000	13	13	165546448
11110010011001100100111001101001000	11111100101100011000100011001110000	14	14	407886808
11110100110010101001101010010010100	11111011001110000100100101010010100	8	8	8715424
11111001010011100010100101100110000	11001111010011100001001110100100100	8	8	3898616
10110110001111001100010100111000100	11101001110001100100111001001100100	16	16	672561568
11010011010110010100101100111001000	11100111011000010101101000101100100	19	20	988209368
11111100001001111100101010100100000	10111100101001111000010011100100100	16	16	640623256
11101001101001001110011000111000100	11110100110001010100110111100001000	13	13	270489688
11111100010100101010011100010010100	11100110011010001011011001100011000	15	15	495949632
11110001111000111010010001001010100	11111010000111110011000010001011000	13	13	214695912
11100110010110010011110010001100100	11110010100110010100110011100010100	14	14	452589440
11100111100100010100111101100010000	11101001110000111111000100101001000	17	17	837283704
11001011110101000011001111000010100	11110101001101001001010010101100100	14	14	326944352
11111000111001001111001001000100100	11110010010011101010011100010100100	16	16	676875008
11011001100011110100101001001110000	11110100010101100111010011000100100	16	16	702520320
11101010100011001110011000110100100	11110011111010000010010011110001000	15	16	448005088
11100110111101001000101000101100100	10111100110001001110011100001100100	14	14	218641312
11110001111110000110010100001100100	11101001111001000101110000111001000	13	13	224599136
11011101110000100110011100011000100	11110010001101001111001011010100000	13	13	168391216
11110001101001100111010000101010100	11011011100100010011100011100011000	17	17	740355352
11101010011010001110110100100010100	11101010001101001111100100100100100	8	8	7194176
11110010011101100010011000110100100	11111100110000110001010101001101000	16	16	698401760
11101001001101010010101101001100100	11111010011011001100100100100110000	15	15	457507424
11111001010010101001101100100010100	11111001001110110000100101001110000	14	14	375308464
11100111001100001110100011001011000	11011001101100010011010011010100100	14	14	340654632
11011110000110010010111101000110000	11010011101101000111001000111010000	16	16	556656192
11011001110010100101111010001000100	11110010011100101000110101110000100	18	18	898333904
11101001001110011010001110100011000	11100111010100110001101100001100100	22	22	1047991736
10111010101001110000110110100100100	11101010011001001101110010010100100	14	14	374415320
11011010110010011010011001100011000	11011110001010010110011011000101000	12	12	164349584
11100101100110101001001101011000100	11100101001110001110100100111100000	11	11	74293768
11100011111101101000000110110000100	11100101010011111001000101001110000	15	15	443718072
11011000111010011101100100010100100	11101001011100001100101111100100000	16	16	619362680
11101100011110011001100100010010100	11001111000110001101100010111001000	16	16	587426024
11111000001101101010010100110011000	11100100110110010010111000111000100	12	12	92887280
11110100010110110001100111000100100	11110100011100100100111010010010100	13	13	259625640
11110100110011001100101000110011000	11100011101101000100111000111100000	14	15	273038304
11110001110001001101001011100010100	11010011111100001010010110001011000	13	13	184020440
11110101001000101110011001100010100	10111110010001100100111100011010000	17	17	633506672
11001110100111000111010001010100100	11100111000011110010111001100000100	14	14	438614904
11111001001010011110101010001001000	11100011101000110011100011101001000	12	12	110974928
11110001110100011000111011010001000	11111101000101001010001101100100100	13	13	195858944
11110001010011111000001100110010100	11110110001100011000110011010110000	16	16	756644056
11111101000001010011001101001100100	10110101010110011100001101001101000	13	13	203138432
11111000111110000010010011100100100	11110100110100110001111100001100000	15	15	547190400
11100011100011100011111001001000100	11100100111111000110110010000010100	17	17	843048176
11011011110100010000110100110101000	11110010100011001110010110001101000	12	12	81304720
11101010100111100100100101110001000	11101100010010111001100010101110000	16	16	689162640
11100111001000111100101100001110000	11110001111100001010001101001100100	15	15	493130776
11110010010100111010011001001110000	11110101000111011000011110000100100	13	13	259789992
11110011000110001101001100110010100	11001110101010011010100101001100100	13	13	179721392
11110011011100100101001000101100100	11001111101011000101100000110100100	9	9	11598136
11111011000110001010011100011010000	11011100100011010011100011001011000	19	19	941575112
11100111011100000111001000111000100	11001100111010001101001110001100100	14	14	271801344
11111010010110011000100100110100100	11110010100100110011010010111000100	15	15	391810048
11110011100110010001100110100010100	11100100111101100010011001001100100	14	14	266765248
11111000101001100110101010001011000	11101010011001101000110100110011000	13	13	164040632
11110010001111010010100011010011000	11110111010001001101001001100100100	16	16	611868000
11101001110101001001010011110010000	11111000011110000110001111010010000	15	15	562724056
10111111010011000011110011000000100	11110011110001000100110010110010100	13	13	185005000
11111100101001001010001010111010000	11110001110011001001101010001110000	14	15	301140184
11110001010101100011111000010011000	11101001011100001110101001010100100	15	15	620778816
11001101010110100011001011100110000	11111100100100101100100111010000100	16	16	559900760
11100011100111000011101000111001000	11110001111001001010011100010011000	11	11	82747192
11110100101010010101010111000100100	11011110001101001010011100100100100	10	10	32967944
11110010010100111100111001000010100	11111001100100100011010011100101000	15	15	536359440
11101010010111000101101101001000100	11101100100011110001111000100011000	17	17	752873592
10111001011010011000101110001100100	11111010011100010010100011010011000	19	19	953971432
11101100110100010011100110001100100	11110001110011000010110100101100100	11	11	65602256
11011110001101000110100010110100100	11100011101000111000111001001010100	19	20	866981304
11100101001111100011010001001100100	11111001010101010011010001010101000	12	12	173352048
11110111001011001100010010010011000	11011001110010100110011010001010100	15	16	494257168
11001111100001101010011011000101000	11111100001001011001110001001110000	15	15	496137904
11001110001111010100011100010100100	11100101011010100011110110000110000	13	13	271334904
10111101100001001101010011010010100	11100011100100111100100011001110000	17	17	825052304
11001111001111100100000011100110000	11110011000100110100111101001100000	19	20	985389176
11111010010001100011101100101001000	11011010011001001110010011001011000	15	15	494995248
11101111001001001001001101110000100	11100111000100110101100011010011000	14	14	244147800
11111100001100101001001011001110000	11011001100101001100111001100010100	17	17	716660232
11111100011000111001001010100010100	11111110001100011001100100010010100	6	6	1074904
10111101010001100110010011001100100	11110100010110001111000011001100100	11	11	89193480
11011101100010011001001110001100100	11001111001101000110011101100000100	15	15	524441984
11010111010001001101001110011000100	11010110010011101001111000100011000	17	17	770983728
11110010010110001011011100010010100	11100110001111000011010011110001000	10	10	36052760
11001110011001100011100110001100100	11010101111000010011001011001100100	10	10	34181576
11100011100111101010011000111000000	11110100110011001001010011001010100	12	12	118150536
11111100010001101001010111000010100	11110100100011110001110000110100100	11	11	50557360
11110011010010001110111000010110000	11110010011011000110100101011000100	15	15	360471520
11110001110100111000011010010101000	11100100110010111110101001000101000	15	15	476994224
11100100111010101001110001100011000	11111001001110001111010000010100100	16	16	775024632
11111001010011100001110001010010100	11111001010001101000111101000011000	12	12	179008000
10110100111000110111000010110101000	11110000111001111001100001100110000	12	12	81349696
11011011000110100100110011100100100	11110001110011000110010010111000100	13	13	204029520
11111010000110100011011001001100100	11111010011000110010011101010010000	12	12	123825472
11101101001001111001001110010000100	10111110010010001101101101001001000	18	18	893097368
11110011010001011000111100100010100	11010100111101001101001010101001000	16	16	676706544
11111000011110001000110100111000100	10111101001010011000111000110110000	11	11	68320752
11111010000110001111001001001011000	11110010011110010001010011010011000	12	12	115503536
11011100011010001101010011001011000	11110001011000111000111100001100100	15	15	438721256
11101000111001001110001110110010000	11100100111001001110001101110000100	4	4	36680
11101001011000110011110010010100100	11101100100101100011010110001110000	13	13	253845232
11111001001100100100110100101100100	11011001110100101001100100110011000	16	18	668635816
11001011001101101001001100111100000	11100101010011100101100100111001000	10	10	42924784
11111001001110010011001100010100100	11111001010011110010001001110000100	14	15	457331024
11110000101110100011110010011010000	11110000111101000110111000001100100	11	11	71176400
11101100101001110011100001001101000	11110100100010111100011110000010100	16	16	627712976
11001111100001110110010100101100000	11011000111001001111000010101010100	17	17	778740080
11110010011001011000110110001100100	11110100010111000110010010110010100	16	16	692956904
11111001001001110110010001010010100	11100011010011101010100110011000100	10	10	25596240
11001111010011100010011000111000100	11011010011000110111000110100010100	19	19	1033525096
11101001111000001110001101001100100	10111111101000100011010010001110000	14	14	335713872
11111001001100010110101001100100100	10111101101010010100101000111000100	16	16	671089992
11111101000010011110000110001010100	11110100011010011010001100110010100	7	7	2189232
11110110010001100100111011000010100	11110100100101010011110010001101000	12	12	128372168
11011111000100100111010000110010100	11001101001110100110001100101101000	16	16	575455112
11100011001110100100111001110010000	11111000100111000010101110001100100	11	11	74536840
11010110011100011010100010110010100	11110110000101110101001001100010100	15	15	462219888
11110101010011001010001101100011000	11100110001111000110011000101100100	14	14	245929832
11110010110010011110010001010100100	11111010011100011000110001001110000	13	13	287289856
11111000111100100100001110101000100	11010011100101001101100101001100100	15	15	346818072
11111110010001100100100110010011000	11101011000111010100110100010010100	10	10	32900136
11110010010010111001100101001101000	11011100110001100011110001011000100	17	17	735406656
10111001101001110001001110011000100	11011010001111011101100001100010000	16	16	761569392
11110010101001111001000110010010100	11111011000011000110001111001001000	13	13	258705776
11101001011010010110001011110001000	11110011001001011001110000101110000	19	19	969028520
11100100101110010110001111100100000	11111000101010001101010011001100100	16	16	674297560
11100111100011110001100001010010100	11110001001111011100001001001100100	14	14	359740640
11100110110100110100011101100010000	11110110001000111001001100111000100	18	18	885662360
11110010100110100110110000111010000	11111001000011100010111010001100100	14	14	368788840
10111100010011001111000011100010100	11110001001111001001100101100010100	15	15	593209816
11001111100110010010010011001101000	11100100110101110100011001001100100	13	13	237988160
11100011100101001011101101000010100	11010011101001101100010011100010100	15	15	413620072
11011110000111000110010010111010000	11110110001100101010011100011000100	14	14	294727576
11100100111011001001101010110001000	11100101010111000011100011001101000	11	11	80351608
11111110001001101010100100010010100	11110001101101001100100101101001000	15	15	461405128
11111001100000111011010000111001000	11110110001111000001111000100010100	18	18	806798440
11100110110010011101000110001101000	11101001001110011000111101100100000	15	15	506583144
11111100100100001111110010000010100	11100110110110001010010011100110000	15	16	499281584
10110111010011100011000010110010100	11100011101010011010011000111100000	17	17	646971688
11111011100000111000110001100011000	11010011110010011101110010001010000	20	20	1039211296
10111011001011110010010000111010000	11100100111000111100001101101010000	15	15	348707584
11110101101000101000111011000011000	11001111010011000110011001001011000	14	14	233893720
11010100111001011100110011001001000	11110010011001100101100011001010100	15	16	476884960
11110100111000011001001011101000100	11111100010010110001101100001011000	18	18	872177544
11101110011000110001100101100011000	11111110001001001011001001101000100	17	17	807909384
11100011111001000110011000110010100	11101001110010110011010011000110000	16	16	702317480
11110010011000111001101000110011000	11110101000111001000111100100110000	15	15	494400712
11100110101001100100111100001101000	11011011001001010011100110100110000	15	15	514584544
11101001001110001011011000110011000	11111001011001010011000011010010100	14	14	343132784
11111101000010111000010011100010100	11010011010011110100100101001101000	14	14	356103816
11001101010011110001101000101110000	11110001010011011100011001001110000	9	9	13414480
11110001110100101010001110001011000	11100100110100110101010011101100000	20	20	1008901952
11110011000011111000011001100100100	11011100011101001010010100101101000	20	20	1038654448
11110100110010100101001010110010100	11111100000100111101000100110110000	15	15	505894928
10111110001001010011100101010011000	11111010001100111000100101100011000	10	10	24493712
11100100111011011100001000110011000	11111100000110001110011100100010100	16	16	561810928
10111101001011001010010011001100100	11010011100101111010010100010010100	19	19	997908536
11100110111000001101001110100011000	11110000111010001101100111001000100	13	13	187624504
11111010011000011000110100110110000	11111000010011110010110000110010100	17	17	646373104
11101111001001101000011000111010000	11011000101011011111001001100010000	21	22	1021161256
11011001100110010100111010100010100	11101001100011101001001111000011000	13	13	244333240
11101101000100111010001110100011000	11100111001100110001001100111010000	19	20	919053408
11010100111010101000110010101100100	11111100001100010010110010111010000	9	9	12790024
11011001010011110000110100101100100	11111111000000100111100110010000100	14	14	363374424
11001100101110100111000011100011000	11101111011001000010011100010100100	19	20	1000684264
11110110001010011001001100110100100	11101110001000110110010100111000100	10	10	27429760
11011000111011000100110101100010100	11101001001110011000110110010010100	9	9	13511640
11110010100111010001100100110110000	11110000111011001010010011100011000	18	18	961340504
11111010010111001010011000110000100	11110000111100010011010100110101000	15	15	424171680
11111110011000011000101001011001000	11111001101100000101100011110010000	13	13	180456160
11100010101101100010111100010011000	11011100010110100110100100110100100	17	17	753603288
11111001100100101110001010001100100	11100111010001001111000100111000100	12	12	105306720
11100111000011101011000100101101000	11100111110000010110001101100011000	9	9	17742448
11011001001111000100111100011100000	11111101001010010110000100110010100	14	14	361188768
11100100111101000010111000110010100	11111000101001100011111000100100100	15	16	528916536
11010110011101100000111100001101000	11110010011100010110010010101100100	13	13	185025896
11111010100100010100111001100100100	11010110011100100110001100110100100	13	14	259831320
11110011010001010011111010100000100	11101010100101101001001011010010100	12	12	134039040
11111010010010011011000110010011000	11100101110001001110010011110000100	16	16	688499272
11111110001001001001001100110100100	11110010010011011010100110001110000	13	13	198641664
11101001111010001110001110000010100	11110001111000100110001110001011000	15	15	418360912
11111010001001101001100011101100000	11001100101110011010100100110011000	18	18	839410000
