first	second	opt	dist	visited
1110010011010100110100111000110110000	1011001100111001111100010010011000100	20	20	27	3354752840
1011111110010100100111000100001110000	1111111000010100110010001101100011000	21	22	27	3808251376
1110011101000101001110011001100100100	1101100011011110001100011010011001000	22	23	27	3859278280
1111010001100110001110101010001101000	1111001111100010001001110100110100000	22	22	27	3832792840
1111001001111110000010011010011100000	1111101001001000110011010011100011000	21	21	26	3867043880
1101010011111100100111100100000010100	1111001101110001010011000101100101000	21	21	25	3870377544
1111100100110001101010110000110100100	1011110111010000100111001100100101000	20	20	27	3434711936
1110110001010011111101000100100101000	1111010110100011000110001111000100100	22	22	25	3888310896
1111101001001100001101111000001011000	1111111001001001110001100100110100000	20	20	27	3349397352
1101111001000011111100110000100110000	1111110000100110101000111110000010100	20	20	25	3563885168
1111011000010100111100001110010100100	1101011100100101001110011000110011000	20	20	26	3543068152
1111100010100111000011010100111010000	1101011001010011101100100101001011000	21	21	26	3779108552
1110111001001100011101010011001001000	1110011001100110001100101101001100100	22	22	27	3855237024
1111110100101101001100011001001001000	1101101001001111001000111100100010100	20	21	26	3587150712
1110110100100101010011100100111001000	1110010100111111001001110000100010100	21	21	25	3796966496
1111100100111001010001101100010011000	1110110011001011010100100111010000100	20	20	25	3624206000
1110100110011100110001101001110010000	1111001100100100110100110100111100000	23	23	28	3860213952
1111001001100011001111001001010011000	1111011001000110101001110011100000100	21	21	27	3756831656
1110010011110100110100011100010010100	1101110010001110011101000010110110000	22	22	27	3864109704
1111010011100101000100111101001100000	1101111010001110011000100011001100100	23	23	28	3863907528
1110011110000111010010010011100011000	1111011000111001001001101010001110000	20	20	27	3712515656
1111010001101000111110100110000010100	1101011001001011111000111000010110000	22	22	27	3818961760
1111101010010010011010001110010110000	1111001101001001010011101001101001000	19	19	28	3108370752
1111000110001110011001111010001001000	1101010011101001100101100110001100100	21	21	27	3711198640
1101001111110001010100100101011000100	1111110010001111000101001001001110000	21	21	26	3859013408
1111000110011100111001010001101000100	1101110001100100110011110100001011000	24	24	28	3856195464
1110101100100110010100111000111001000	1111010010101111000001110101100010000	22	23	26	3867795776
1101110101001010011110001000111001000	1101001111010100110001100110001110000	21	21	27	3867826144
1110100111100010010100111001001110000	1111110010011000110001100011010010100	19	19	27	3583273784
1011010011101100100011101000110010100	1110110010001101011110010010001110000	21	22	28	3802922920
1100111110011000001100111011000100100	1111010010011001110100010011010011000	23	24	28	3845921976
1101110001001011110101000111001001000	1111000110011000111001001101100100100	20	20	26	3278067408
1110100011100100101110111000100110000	1010111111000110000110011000111000100	20	20	28	3018611400
1101001110110111000010010101001110000	1111011010000011100011001011010010100	22	22	27	3847191992
1111001110100101010011000011101010000	1110101001001110101001010110001010100	22	22	28	3778965992
1111100000111011000011101100001010100	1101110001101001001101001101010110000	19	19	26	3085018680
1111000011111100100100001101100011000	1101101010011110000011100110001100100	18	18	26	2900935216
1111010110010100011001001011110010000	1110001111001101010010010100110010100	23	23	28	3833819928
1110110010100110011011100001010011000	1101011000111110001001001110100100100	21	21	26	3855122984
1101101010011010011010100111000100100	1101100011001101100011101001001011000	21	21	27	3894209680
1111010010110011000111000111000011000	1111111001000010110100101100010100100	20	20	27	3772334352
1111001101101001000101010100101011000	1110100111010100101001100011100110000	19	19	27	2950325240
1111010100110001011100100101001100100	1101010100111010010100111000110101000	20	20	26	3704028904
1011101011001101000111100010010011000	1110010011100110111101000101101000000	23	24	26	3882815376
1111001110010100100111101000111000000	1101001110001111001001010100110011000	23	23	27	3871637200
1110011011000101001110010111000101000	1011111010010010010011101000111010000	20	20	27	3444600488
1100101111011010011110001010000110000	1101110010001011010110001011011001000	22	22	26	3728209832
1111010100110011001100100100101100100	1110001100111001001100111001100101000	23	24	28	3862010064
1101110011001001101001001111011000000	1111100001100111000111100000110010100	22	23	25	3877862328
1111100110100110001001110010101001000	1111010100110010100100111101010000100	20	20	28	3635170608
1111001110000110111001000011001101000	1110110101100100101001001100110100100	18	18	26	2490902144
1111000100111100010011100110110000100	1101011011011001000110001010111001000	21	21	26	3640245232
1111010000111010011000111001001011000	1011101001101001111001000110011000100	22	22	27	3791131696
1111000110110010010011100011100011000	1110110010010011001111010101001000100	21	21	27	3736076920
1110100100111010100011110010100100100	1100110011101001101010101001010011000	21	21	27	3678550520
1111100100001100111011010010010100100	1111010011001001001110011100100101000	21	21	27	3639612352
1111100001110000111000101101001011000	1110110100011100100011010011101000100	18	18	28	2736040992
1111010001110100101001011000110100100	1010101110011101100011000110001101000	22	22	27	3824952528
1111100110000111001100001110100110000	1101001110010101001110011100010011000	21	22	27	3717436280
1111010011100101001011001101100000100	1100111001011100100011110100011010000	24	24	27	3861883432
1111010100110010010110101000111010000	1101101101000011110011100011000010100	20	20	27	3574384976
1101011011000111100001001101001100100	1111101001101100001111000110001100000	21	21	27	3834665624
1111010110010011001110000111010000100	1110100110011110011000010010110011000	23	23	28	3872538440
1111100111110100010001000011011100000	1110110001001011110011010010001100100	23	25	28	3808185072
1110011010011011001000111000111001000	1011100011111001010010111000001010100	21	21	27	3607245560
1111011001001000111001111001001010000	1111001001011011000100110011110000100	22	22	28	3724386472
1100111111010000001110101000111010000	1011111010010010011001001110101000100	20	20	26	3304113016
1111110100000111100011010001100011000	1110010111011000100011110100011000100	20	20	26	3549922656
1110110011000111001101000100110010100	1111100001010011101001001110100110000	20	20	26	3457604640
1110010110001010101110111000001011000	1101111100001001110010011010011000100	21	21	28	3523551608
1111010100110101001010100011011100000	1111001010011001110000111001001010100	20	20	28	3461995528
1110110100011010010110001111000100100	1110100111000011011000111110010001000	20	21	26	3727070600
1101111001111001000011010010010100100	1110010011100011110010001101110001000	23	24	27	3853831712
1111010001110010011010011000110011000	1011110110100001001110100111000110000	23	24	27	3860572128
1110101100010100111100001101100010100	1111111000010011010010010100110101000	19	19	27	3245585632
1110100111101001010010100110001110000	1111001111010001001100011000111000100	21	21	27	3883041248
1101111110010010010101010000101101000	1111001110000100110100111100010100100	21	21	28	3644071808
1011111010011001001001011000110101000	1111101001010100110010100011110000100	23	23	28	3845571408
1110011100111101000000111011000100100	1101001111001010100101110001001101000	19	19	25	3108318848
1111111000110010101010010010100101000	1110110000110011111001001001101000100	22	22	27	3875163240
1111010010110001101010001100110010100	1111001100001110101001010011010101000	20	21	28	3404049016
1101011000111001010011111000011100000	1101100110001011001100111010001100100	18	18	26	3137262984
1111000111110000101100001011100011000	1111011000010100111011000110010100100	19	19	26	3027342216
1111100011010001011001001111000010100	1101110001101001001111001000111100000	19	19	26	3406955896
1110100110010011100011001111000011000	1110011001001101110111000000111100000	18	18	25	2979550368
1111010011100001110000110111000101000	1111001100011011100101001001100100100	21	21	26	3673664616
1010110101110111111000001000001110000	1110110001100011001011110101001000100	23	23	27	3869443536
1111110010011001001100011010001100100	1111010011001001001111010001010011000	21	21	28	3819000696
1110100011101010010100111000101011000	1110010101001101001011111000110000100	19	20	27	3375663552
1111100100011001001101010100111001000	1110101010100111100100110001110000100	21	21	25	3819164552
1111000101010011110000110100110011000	1011111000100100111100001110100100100	19	19	26	3473468368
1111000111100110100000101110010110000	1110110001111001010010100010110011000	19	19	28	2655674472
1111001010101001011010001100110011000	1011010011111100110000011100100110000	23	24	25	3864110240
1011111110010001010011001100110000100	1111100110001001101001110011000110000	23	23	27	3865412416
1111001110010100010110100011011010000	1111011100100011010100110101001001000	23	23	28	3835457280
1111001011110000111100001001001101000	1111011010010011000100111101000100100	20	20	26	3625461200
1110110110011001010011100010010010100	1111000011011001101001001111011000000	20	21	24	3701484984
1101110010010100110011001110100011000	1111001100100101110000111001011000100	22	23	28	3813017944
1101111000001110111001000101001101000	1111100110100100011001001110011000100	20	20	25	3360245088
1110111001100100101001001101010010100	1110011110011001010000111010001101000	20	20	28	3497808736
1111101100010011100000111001011100000	1111100101110000110100100110100011000	20	20	28	3314421432
1111001110010011110010001001001011000	1111010010001111101001100011001000100	20	20	22	3465704928
1111100010100100111100100010101110000	1110110100011110010011000110011001000	21	22	28	3781287480
1100110100110101101011100010001100100	1110101001100110010011101001100011000	23	23	27	3848369376
1110001111100011001001011100011010000	1111011010010001110010010110001011000	23	24	28	3857405952
1111011001000111100011001001001110000	1011011001100011101001100100111001000	23	24	28	3864488584
1101111101101100000100100110011010000	1101110001001101110001010011010011000	20	20	26	3183261384
1100111100111110010100101001101000000	1110100111111000001100011010001100100	22	23	26	3854285800
1111100100111010001100011001001100100	1011111001000110111001000110010011000	23	24	27	3859189784
1111110010001011010001010010110011000	1111010010101010011100100101001110000	18	18	26	2637295688
1101001110010011110011001011001000100	1110011110010011100100010011100011000	23	23	26	3859481104
1110011011000111101001001100001100100	1101101001101000110101001111000101000	22	23	27	3858286640
1111001100011010011010001111000110000	1111011000100011010101010011100010100	20	20	26	3681309176
1111001001110100101001001101001100100	1111101001110001001010010011010011000	20	20	29	3656117352
1111011001001100110001101100011000100	1111000111110100110011000011000110000	21	22	26	3791365160
1111010111001000100110001110110010000	1110110010010100111100011100010010100	22	23	27	3781405088
1011001111001011101000011100110000100	1110011001100011101100010110001101000	23	25	25	3852928720
1111110011000111000010001110001110000	1111101000100100111111100000110000100	18	18	24	2802994800
1110110101001100101000111100110001000	1110010011110001100110110000110100100	24	24	27	3862096872
1110010100111001100111101000010010100	1101100011001111100100010010110101000	22	22	28	3848876328
1101100101001110010011110101000100100	1111010100101001001110001101010011000	20	21	27	3740626144
1011101010010110001110100101100010100	1111100011010100010100110100111001000	21	21	27	3707844808
1110101001001111010001110100010101000	1110010110010011011010100011001100100	21	22	27	3784148816
1110001111001110001000111101100000100	1111111101110001000110000000110011000	20	20	28	3437203080
1111000101001111001001010100101011000	1110101010101001001110010011011000100	19	19	27	3553701976
1100111100101001010111000110001010100	1111101100001011010001110100100101000	21	22	25	3799220152
1011111000111010000110100110001110000	1111000111100101001100101001010011000	22	22	28	3859519752
1110001110110011010010011100100100100	1111011000001010110010101110101001000	21	21	26	3803539320
1110001111110001010010010110001010100	1110110100110010010101001110101010000	20	20	25	3710748360
1110010011001110100011110000110100100	1101110011100100101110000011010011000	23	24	28	3862631208
1111100010111000011000111101001100000	1110101001101011010010110001001100100	22	23	26	3850286856
1111111010011010011001001000010101000	1111110010001001001110101101011000000	23	24	28	3860856128
1111001101001111100101000010001110000	1111101000001111100001001101100011000	19	19	26	3286027944
1101100011110111001000100101010010100	1111001110010010001111100100011010000	23	23	26	3860817496
1101001110100100111111100000101001000	1111001110001001110010011001100100100	21	21	25	3882017992
1110001101001111100000101110011010000	1111011100100100110001011001101000100	21	22	27	3691225488
1111010110010001011001001110010100100	1011100010111101000011101100010101000	21	22	27	3627125856
1110110001010011110001101010010100100	1111100110010011000110100101001011000	19	19	27	3396687616
1111010101000101100011101011001000100	1111100111001001001100101100001101000	19	19	26	3045937112
1110101001010011111101000110000010100	1110011010011011001010001101011100000	21	21	25	3882140360
1100111110100100001101001100110101000	1101111110001100001010011100100100100	23	23	28	3842243064
1111000011100011100111000100110011000	1011001111001001010010110011100100100	20	20	27	3472000320
1011111010001001001100111100100011000	1111001101000110011110010010011010000	25	26	29	3852282568
1110110110100101000011101100011000100	1101110101010001111001100010001110000	20	20	28	3231216680
1101111001001100111000001110011000100	1111001111001000011000111001010110000	20	20	26	3401795080
1111001101100010100101101100110001000	1110100101011001010011010100101010100	20	20	24	3393309160
1110010011101001101110001010011001000	1101101010001110100101100011010100100	24	25	27	3862084784
1110010101010011101001010011001100100	1111010100110110100010010111000011000	21	21	26	3892037776
1110011001111000011010100010101100100	1101101101001001110010001111000011000	19	19	24	3102851200
1011100101001110101000111100100011000	1110101000111110000111100011100100000	23	23	28	3870051288
1111110010111000011111101000000010000	1111101000101100100111000100111000100	18	18	23	2971515104
1111100110001000101110001100111000100	1111011000100110011110010010110001000	18	18	27	2662604736
1111001001110010101001100100110011000	1110111100000111100010101001001100100	18	18	26	3132638952
1111010100100110101100010110001101000	1110100100111100100111010001100010100	21	21	27	3775209992
