first second opt dist central
11101101110100001110000110011000100 11111010100100110001011100001011000 21 21 27
11101010011001010011110010001011000 11100111101001100101000101100100100 20 20 24
11110001001101011011001001011010000 10111111001011001000100111000101000 20 21 23
11100100111001111101000010100100100 11011100110010100111000010110011000 22 22 25
11110010100111110000100100111100000 11101001110110010010110100001100100 16 16 22
11101100110001001110101000101010100 11101011000111001001001101110001000 19 19 25
11110010011010100111100000111000100 11010010111011001001010011001110000 16 16 25
10110011001110010101100011101000100 11111000101110001110000111000011000 18 18 24
11100100111100110001010011101000100 11010011110010011101010010001011000 21 21 26
11011110010010001111110001010001000 11111001001010110010101000111100000 20 20 22
11011001100110110100011100110000100 11001111001110000110001110010011000 22 22 26
11010011100011100010111010001010100 11110011001010011010010011110001000 19 19 25
11101001010010111101100010010100100 10110111010010001101100011100011000 21 21 26
11100111100010011010011010001101000 10111100011110010100011001011000100 20 20 25
11101000110011101010011100001100100 11100101001110101001100011110001000 18 18 25
11110100110101010010010110011000100 11001110010100101111010010100011000 20 20 23
11011110100111000011101000010101000 11110001111100110100100101000100100 19 19 24
10111110100101000101101101010010000 11101100100110100011101010001101000 17 17 25
11111001010100011001011000110110000 10111011001010100011010101010011000 18 18 25
11110011001001110001101001001010100 10111100001111110000100101010110000 20 20 25
11101001011101011000011100110001000 11110011000111100101010000111000100 22 26 25
11110011001001111010101000010010100 11111101000010100111100101000110000 18 18 24
11111001000100111000101101010100100 11101001111001101000011101010001000 19 19 26
11110001101001100011110010001110000 11011100100110011000110101100011000 20 20 24
11111000010011110010100111001010000 11011101011001000110010011010011000 22 22 26
11110100100111000111100100110100000 11110010011110000011010100110100100 19 19 26
11111101010001001100111100000010100 11101001110001010100111010011010000 20 20 24
11110010100111100100100101101010000 11011110110010001010011100010010100 22 22 25
10110110100101100110001101001110000 11110001011011100110001000111001000 21 21 25
11111001010011000110001110101000100 11011110100100110001100101001011000 19 19 25
11100111110110010010100011001000100 11110110001100100111101100000011000 20 20 24
11110001100011111000010011101000100 11011000111110100010001110001101000 20 20 25
11101100010110001111100001100110000 11001111011000011001011000110010100 22 22 24
11110110011110001001001001001011000 11100101010100110011111001001100000 22 23 25
11101011010100011001001101110100000 11101001110101000011110100001100100 18 18 24
11111000011101010011110000011000100 11011101001000111000111000101011000 19 19 25
11011101001000110011001101001100100 11111000100111011000011100010011000 22 22 26
11010011100111010010001100110011000 11011010010011010011101001001110000 21 21 26
11111010010110100110001100100011000 11100110101001100011001110101000100 20 20 26
11110010010100111010011110001001000 11011100001011100011110011000100100 20 20 26
11101110100101101000011010010110000 11110001110000111100100101010010100 24 24 26
11001110101100110100001110011001000 10111101010011000011100101001100100 20 21 26
11101001111010010001011000111001000 11011101010010010100101101100010100 19 19 25
10110110001111100100100110010011000 11011111100110001000101100100100100 20 20 24
11011110100010101001101010011000100 11101011101010101001010100110001000 19 20 25
11111011110100000100110010010011000 11001110100110100110001101110000100 21 21 25
11101001001111000111010010100110000 11110111010011000101001100010011000 22 23 26
11110010101100011010010011010110000 10111100011101101010000111000010100 23 24 25
11111101000100101010010100111001000 11100111010001001101100011001110000 19 19 26
11101001111000111001000111001100000 11110011100011000010111000101100100 21 22 26
11111000100111000100111110001100000 11011111010011000100100100101100100 20 21 24
11100101101100011100010011001100100 11111010001010100100110100111100000 17 17 25
11101011000011010111000011001010100 11011110001000111100001110011010000 17 17 25
11110111001001100011010010001100100 11101010010010111000111001100101000 22 23 27
11100100111011010010010100110011000 11011001100110011110001100100100100 20 20 25
10111001101110000110001100110100100 11110011100011000011110001001011000 19 19 25
11110101000010111010110001100101000 11100101101001100011010100111000100 20 20 24
11111100001001101000111000110010100 11101110000110100111010001001101000 19 19 26
11111001001101111001100010100010000 11101001001101100011011011010000100 18 18 24
11101100001110010110010011001110000 11001111001100010011011101000011000 20 20 26
11011100010100111010010011110001000 11110011110000101001100110010010100 19 19 24
10111010011101001010010011001110000 11101001001111110100010011001001000 21 21 23
11111000011110100001111000001011000 11011010100101001110011010011010000 20 20 24
11111001000111100011001010011010000 11011010101001011000110011101001000 19 19 24
11110001001110101110100010100100100 11011010011001111000100100101011000 19 19 25
11101001101101100011001001010010100 11001111110000100101010101001101000 18 18 24
11110100101010011001110000111000100 11100111100010101010010011111000000 18 18 23
11101111101000010110001000110011000 11001101001110110000111011001010000 20 20 24
11011110000101001111100001100110000 11111000110100011100001110011000100 20 20 23
11101100100101110001100110001110000 11100100111101001000111100011000100 20 20 24
10111110100011100000111101001000100 11110010110100011100010011110010000 20 20 25
11101001110011101000011010001110000 11100110010100111010001011101001000 20 20 25
11101001110000111010100101010011000 11010100111110110010010111000000100 19 20 24
11111001001011010001010110001010100 11101001101000111101000011101001000 21 21 26
11111000110001010011001110011100000 11011010011110010001010011001100100 18 19 25
11110100010101100011110100011000100 11001111100110000110100011001110000 19 19 23
11110010010011110010100100110110000 11011001001100111100010011010010100 20 21 26
10111110000110010010111110010010000 11111001000011001101110000101011000 20 20 25
11110100111100001100010101001100100 11101111010000100101010011010011000 18 19 25
11110001110100111000010010101110000 11010101001111100011010011001000100 22 23 23
10111010011010110100111100001000100 11101001100110010100110101001011000 22 24 25
11100111010001110010100110011000100 11110100011011001110011010000011000 22 22 26
11101000110101101001001101011000100 11100111110000001011010011001011000 20 21 26
11111011001000100111001000110100100 11111000010111001001001110010011000 18 18 25
11110111001010010001100110001011000 11100111010011001011110000011000100 22 22 25
11100011111000100101110010001100100 11011111000011000011011110000011000 17 17 25
11111010100101010011000110011010000 11010011111100100100100011100010100 20 20 24
11011001010101001111101100001010000 11111001001001010011011010011001000 18 18 21
11010101101101001010001011010011000 11100100111110010010100111000100100 17 17 21
11110001010011001110110001100100100 10111101000101101011000111000101000 20 20 25
11001101100011111000101100011100000 11101100011100011110100001001100100 22 22 24
11101101010110100100010011001100100 11111001000111010011000111000011000 21 21 27
11100110100111111010000110001001000 11110110001110000100111011000110000 19 19 24
10110111100011001001100011011001000 11110110001000110111100011000100100 24 24 27
11011000111100100011010100110100100 11001110011101001011101000100101000 19 19 22
11101001100011011001100010111001000 11100100111010001100111010100110000 21 22 27
11011101011100110110100000010100100 11001110001111000101010011001011000 19 19 23
11110011001110000100110101001010100 10110011100010110101001110010110000 19 20 25
11110100110010011111000000111000100 11111001001010110001011010001101000 19 19 24
11111110100001110000100111000010100 10111110110000010110010011010110000 23 24 26
11111100001001001110111000101010000 11011101000100110111001000110011000 18 18 24
11110001110000110110001101101010000 10111001011100101001011001010011000 21 21 23
11101110001001101010011100110010000 11001110011010100011110011000010100 22 22 26
11101100011010001101001100111010000 11111111000110001100000101101000100 17 17 26
11110001001110110100101000110011000 11011110100110110001000011001100100 20 20 24
11011110011001000110011100001101000 11001111100001001101100011101010000 19 19 25
11110011100001110001110010011001000 11010011111000011101001001100100100 22 22 25
11110010100110010010111010010110000 11111010001100110010100101010010100 21 21 25
11110110100000111001010011010100100 11101001100110111000100101001101000 19 19 24
11101001100110001111111100000010000 11100111001001101001010010111000100 19 19 21
11111000111000100111010001110000100 10111000111000110010110100110011000 21 22 26
11101111101001001010001011001001000 11011100110011100010100110100100100 18 18 23
11101001110010100110001101001101000 11100100110011010011111000011000100 21 22 25
11010011001110001101110010011001000 11011101001111110000001000110100100 21 21 24
11111000011111100011100000111000000 11101111100000100111000110010011000 18 18 24
11100110011100011000111101001000100 10111110011000010111000101100011000 18 18 23
11011101010001111001000100110011000 11100110011101001001001111010000100 20 21 22
11101100110010010110011000101011000 11110011001010100101110011100000100 21 21 24
11100101001101100011100110001011000 11101001101000110101101000111000100 18 18 25
11110100110100101001110010001100100 11110010100111100000111100101001000 19 19 24
11011101001011001010001100111100000 11010011111000011001110001100011000 20 20 25
11010011011100100111001011000100100 11111011011000001000101011100011000 22 22 27
11011101000111010001110101001001000 11100101100011011101100011011000000 21 22 25
11100101101001001101110001001010100 11101110100000111010011100011100000 20 21 25
11111001100000111000101101101000100 11110111001111000100101001000011000 21 21 25
11101011010110001001100111000011000 11111001000110001111101010001000100 18 18 25
11101001010011111010011100100001000 11110010011011000100111100100100100 20 21 24
10111010001111000010110110010011000 11110100011001101001110110000100100 19 20 25
11111000001111110001010010010010100 10110111100100110011011101000010000 21 22 25
10111011000111110100000110011001000 11111100001100011011010010110010000 20 20 25
11110101010100101001001010111000100 11100011110101000110011011010001000 22 22 26
11110010110001011010001111101000000 11010110001111100001101000110010100 20 20 23
11101001101001010011110000110100100 11100110100100110110001011110001000 18 18 24
11010111010110001001100110010100100 11101101000110010110001101101001000 20 20 23
11011101010001010011010101001110000 11111110000010011011000100110010100 19 19 25
11110100011010111000001111001000100 11111100111000000100111100010101000 18 18 23
11111100100001100011111001001010000 11101110010010101010011001101001000 19 20 24
11011010001110101101000011100011000 11111000101001001101100100111100000 20 21 25
11100100111100101010011001100100100 11101001001111100100100110001011000 19 19 25
11101100110010011101000100111000100 11111000101110010100001111010001000 18 18 24
11101010011000110110010010111010000 11101001110011001001001111011000000 21 21 25
10111100010110001110110010010011000 11100011110010101010011001100110000 20 20 25
11111001100001010011110001010011000 10110011001111100011101011000000100 18 18 24
11100111010100101000111100011001000 11110100010110100011100111000100100 19 19 23
11101001111100001001001110010010100 11001110001101010100111001001101000 19 20 25
11100011100011010011001101100010100 10111110100010001111001001011001000 21 22 27
11011010010011100111000010101101000 11110100100110001011110100100100100 17 17 25
11110110100100100111100001010011000 11100101100100111001010110001100100 21 21 25
11101110010011110000100100111010000 11110011100000111100101001001011000 20 20 25
11111000011110011000101001101000100 11011110000110010011001101011010000 18 18 23
10111101010100101101010001010010100 11100110100101001110011000101110000 19 19 24
11111010011001001000111010100011000 11101010011001001110001101101000100 18 18 26
11101000111101001010001110001011000 11101010101100100101010011010100100 18 18 24
11110100011100011001010011010010100 11110110100001001110100101001110000 18 18 24
11111010001111000100011101001001000 11100111100001101010011001001100100 18 18 22
11101110110000011010100011010010100 11101000111011100011001010011010000 21 21 24
11101100110010011001001111100000100 11001011101110101100001100010011000 20 20 24
11101110101001111001000010001110000 10111111000110000110100101010011000 18 18 23
11111000101000111110000100101010100 11011011110000001101110110001100000 17 17 24
11111110010010001101000101001101000 11101100100101110001100011010010100 19 19 25
10111100101100001111001100101000100 11111000100110010101001110001101000 20 21 24
11100111110011000010011011000010100 11101001100011010011110100100101000 20 20 26
11100011110010100011010110100010100 11101110001010010100110100111001000 18 18 26
11111101100001001101000011011001000 11001110011100100011100101001100100 21 21 26
11101100010111010001001100110101000 11001110010100111110100100011000100 19 19 24
11110010010111101000010011111000000 10110011100111001110000111100010000 18 18 23
11100100110101011000110011011100000 11110100101001100110111000001100100 21 21 26
11111010100111100010010010010011000 11100101001011100100110101001110000 21 23 25
11100110111000101100110010011000100 11011010001101110010011001001110000 21 22 24
11111010101001110000100110100100100 11100011011100010011010011010011000 18 18 24
11110100010111100010011110000011000 11100101011001010011100111000100100 19 19 23
10111010011011100101000100101110000 11111110001000101001101100011000100 20 21 24
11100100111010100111010011100010000 10111001110010011010010011010010100 23 24 25
11101110000110010011111000010010100 11001111001001101010011100100110000 22 22 24
11010011101100001111001001110010000 11101110110100100100100110010010100 22 22 26
11111100011001100011110001001001000 11110110010100110100101000101010100 18 18 25
11010100111110000011010110100011000 11101100110010001110011010011000100 17 17 24
11111000010101110100001111001000100 10110100111110001010011001110001000 17 17 23
11111010011000011111010001010001000 11010100111011101000011010010010100 21 21 26
11111001001000101110100011110000100 11111010011101010001001000111001000 18 18 25
11111001010100010011110110011000000 11011111100001110100000010110010100 20 20 25
11111101001011000011100011000100100 11100110001110011001100010110011000 21 23 26
11101110010001111010000110101001000 11110010011111001000100011001100100 20 21 24
11101001110110100101100010011001000 11110010011001101000111001001010100 21 21 25
10111101010010011101000100111000100 11101001011110010000110110110010000 21 21 25
11110100110100001110011100110001000 11101010011101010010100011010100100 19 19 24
11101110010011001001001100101010100 11011010011001110010010011011001000 19 19 25
11110001011111000110000111010010000 11101011100001100100111011001001000 17 17 24
10111001100101001111100001010101000 11111001001111101000011100010000100 21 21 22
11001111011110100100101000110000100 11111010011001100101000010111010000 18 18 24
11001110010101100010110100110110000 11011100110010011001001101011000100 19 19 25
11010110011110010100001101010101000 11011100110001110010011110011000000 18 19 23
11111010010110000101100110010011000 11101010100101011000101101010100100 19 19 25
11111010010011100110001011000100100 11001111110000110011000101111000000 21 21 25
11110011000110110100100110001011000 11101001101010100110101110001000100 22 22 26
11011001101001110110001010001011000 11111110001001100011000011101000100 21 21 27
11110001110001100011101001111000000 11111011000011001100100110001101000 18 18 24
11110101110000111000110110100010000 11010010111110010101001001100011000 22 23 24
11110110000110011000111100100011000 11111001110000001110110001010110000 18 18 25
11101001100110100111001000110100100 11111001001110001100001111101000000 20 21 26
11001111010011101000101000110100100 11101010010110010100111101001001000 18 18 22
11111010001101001100110010011010000 11110011011101000101010100100011000 19 19 25
11111001110000111000010011110000100 11110100110100011001001110010011000 17 17 25
11110111000110001001001111010001000 11011011011000100110010100110110000 19 20 25
11011010100011100011011011000010100 10111000110111001001101001101001000 18 18 25
11110010100011010111010010010100100 10110111001001100110010011001011000 18 18 25
11101001100101001110110101000110000 11101010011001010110001011010010100 20 21 23
11010011101110101001100011000101000 11001101110010010010111001110010000 20 21 24
11101010011101100100110001001101000 11100101010011110011110001000010100 19 19 24
11110000110100110111001111000000100 11010111001001100101001110010011000 19 19 23
11011001111100001110000010111100000 11001111001011000110100110100010100 20 20 26
11001111000011111010100001011000100 11011111000011000011100011100011000 20 20 26
11110101001010010101001101100101000 11001101110011101001000100111100000 18 18 23
11001111100010011001111000001100100 11011010110001100110011000110011000 18 18 24
11101001100101100011111100000110000 11110010010100111101100011000010100 19 20 22
11100110001101010011101001001110000 10111100011010001110001100110010100 20 21 26
11100111111001001000001110100101000 11111010010000111101001010010100100 20 20 25
11110100111100110010010001110100000 11100110011100011011000101001011000 19 19 25
11100111100111010000100010111000100 11111110100001010010110100001110000 17 18 26
11010011110011000111001100100101000 10110110101001010010111010011000100 21 21 25
11110011101100100100010110001110000 11101100001101110010010011010011000 22 22 26
11011010011011001010010100111001000 11011001001010111100100011101010000 18 18 23
11101110010010100110001011001011000 11101010011000111110010110000100100 20 22 25
11101010011010010100110100111001000 11111011100101000100111000100110000 18 18 26
11011011100010010110011001110000100 11110001010011001101001111000101000 21 21 25
10110101001101001101001110100011000 11101100011000111001101010011000100 20 20 26
10101110101100001111010011000100100 11110010011011000111001001100011000 17 17 22
11101011000011010110101010001101000 11111000011100101110000101100010100 19 21 26
11001110110001010101100010110101000 11101010010111000011101010100100100 20 22 24
11101011100001100100101100110100100 11111000011110001001100011100011000 20 20 26
11101001101101001001010011001100100 11111100100100111000001111100001000 18 20 26
11111011010000110001110010100010100 11110000111101001110100110000110000 21 21 25
11011100100011110110100010011010000 11001111111000001100111000001011000 18 18 24
11111000010101001101110010011000100 11010101010011101010011001001101000 20 20 23
11001111100101010010001101010011000 11010011111110000100010011100100100 18 18 23
11111110000010110010100101001010100 11101100111100001010011110001010000 20 20 23
11111000010100111100010011100011000 11011111100010000110011010001100100 17 17 24
11011101000110011000110011010011000 11110001100110111000100110010100100 21 22 25
11011001001101010010111110000100100 11100110101001110011100001010011000 21 21 25
11101001100110101111010010001010000 11111010100010110001100101010010100 21 21 26
11101110001110100001011001001110000 11110110110001010010001100110011000 17 17 25
11001101001110011000111011000101000 11110111010010001101010001110000100 22 23 25
11010100111001011001001100110011000 11111100010101000100111001001100100 19 19 25
11010011101110111000010100101001000 11100101010011100111000101001100100 21 21 25
11111011000010101010100101010010100 11110001111100001110010110000110000 21 22 25
11011000111111000001010011010101000 11100111000110011000111101001000100 18 18 23
11110010011001100110001101001011000 11010011111000110100111100001000100 19 19 25
11110001100011011101000011010011000 11110101001100001011010100110100100 19 19 26
11110010011010001110010010111000100 11110100111100010001110001100110000 19 19 25
10111110101010010100100110010010100 11110100101011000011011100101010000 21 21 25
11110011011000010100110100101100100 11011100001101110100101001100011000 21 21 26
11111010100111000110011100000010100 11100110111000001110011111000100000 20 20 26
11111110010010011010000101110010000 11010101001111100101100100001010100 20 20 23
11011001001110010110001110011000100 11100111000011100011010011001011000 19 19 25
10101111110010101100010100011010000 11101100010100111100001100110010100 20 20 25
11111001100010100111101001100001000 10110011011100110101001000110100100 24 24 24
11111001110010011010010010010100100 11110100110010110010011110000101000 19 19 23
11011101001111110000010001001100100 10110111010001001111001001101001000 19 19 24
11110110001111000010011000101011000 11111000100101001101100011100110000 17 17 25
11110111001001001100110100001100100 11011101010100110010100110010011000 18 18 26
11011110010001001110100110010101000 11111000001100111010001101001100100 17 17 25
11110010101101001010011010010011000 11101110010001010011001110111000000 21 22 24
11111000101001100110011001001110000 11101110100011110000111000010011000 20 21 24
11010100110101101000110111000010100 11101001110010001101010011100110000 22 22 26
11011100110001100011110100111000000 11111000101010011010100100111001000 20 20 24
11111010011100001010101001100101000 11101010011001110000111101100000100 19 20 24
10110111101000001111100010010100100 11100111001011010100011110000011000 20 20 24
11101110010011000011100111000110000 11111100001001101001011000110010100 20 20 25
11101001100100101101001110101100000 11100110101110000110101001001101000 19 20 25
11001111000111100101010001100100100 11101100110001100111001000110011000 21 22 26
11100101111101000001010011001101000 11011001001011100011100111000100100 19 20 25
10111111000001001110010011011100000 11110001110010011001001101001010100 20 20 26
11011010100111100000101111000101000 11111000011000111101000110101000100 17 17 25
11011001111010000110001111000010100 11100100111010011000111100001110000 19 19 24
11100011110000101111001001011100000 10111110100011110100011100000010100 22 23 26
11011101100010100100111001001101000 11111101000010011001100100110100100 20 20 26
11110100011001110000111001001110000 11110011010010011100100100111100000 20 20 25
11001111000110110010011010001110000 11011011010100011000110101100011000 18 18 22
11101001011011010100011100001101000 11010100111011000110100100110010100 17 17 24
11110010110001101010100110010010100 11111101000011000110010101001110000 18 18 24
11111100100110011010000110001101000 10110101100011011010011010110000100 20 21 24
11101010011001101100110001100010100 11111000111000001011010100101101000 20 21 26
11111001001101001010110010010100100 11010010111001110100110100100011000 19 19 25
10101111110001100010011001001101000 11111111001010100010011100100000100 20 20 24
11100100101110101010001111100010000 11011110010100011001100011001010100 21 22 25
11110100100011110100010011101001000 11110010010101001111000110001100100 19 19 24
11101000111110000010110100101010100 11110011101001010100110001110001000 20 20 24
11110100110001111000001111000011000 11010100111111010010011011000000100 19 19 23
11100101011100010100111100100100100 11110101100010100111010011000011000 19 19 22
11011001110111000100010011001100100 11010111000100101011010100111100000 19 19 25
11110100111100010100101001001011000 11101010011001111001100011000100100 19 19 25
11110111001010010010010101101000100 11110110100001110100100101001101000 19 19 24
11111101110001000100110100001100100 11110011000111010011100011010001000 23 23 27
11101011010010010100111001010011000 11100100111001100011101010001100100 20 20 25
11011011000100111101010010011010000 11111010010011011100001001100010100 22 22 25
11011001100011111001010010011100000 11100111000110001100101101001011000 18 18 24
11010011011011100001011010010100100 11001101100011110010100101001011000 20 21 25
11011010010101010100111100101000100 11110001110010010101001011010110000 20 20 21
11110100100110001011111000001010100 11101010010011011100001110010110000 19 20 26
11111101101000110010001010010011000 10111001101001100100111001100100100 21 21 23
11001110100011011100010101101010000 11110111000100001110010100110010100 20 20 26
10111001110010100111001010100010100 11110010010101010011100100111001000 21 21 24
11101110011110000100011110010001000 11111100001111010000101010001100100 18 20 25
11001011110000111010010011100101000 11101000111110100100001101010100100 17 17 25
11101101100011100010011010100100100 11110100110110001001011000111100000 19 19 24
11011001100101001100111110000100100 11111001100100011100001110001101000 19 19 25
11111101000100010011010010111010000 11110011111000010011010011000011000 21 21 26
10110010111110111000010011010000100 11111100100110010010011000110101000 22 22 23
11101001110001100110101011000011000 11111001001110000110001110101000100 17 17 23
11001110011100011010001011101001000 11011100111000100011100110001010100 21 22 25
11011001010100111011001000110100100 11111001100100110001111001000101000 21 21 24
11001110101010011000111100100011000 11110110011000100101001100110100100 22 22 26
11101101110001100110001010010110000 11110000111110000100111010100010100 19 19 22
11110101010001011010001101100101000 11110100110101000011110010010100100 20 20 25
11100101001110100111000100110100100 11111010100100101001111010000101000 20 20 25
11101011100001001110101001101000100 11101001001111100111100100100001000 22 24 24
11110001100110110001101000111000100 11011010011000101111010010100011000 22 22 25
11010011110010011011001001100010100 11100110011000111001001100110110000 19 19 22
11110100101100010111001010011001000 11001101111001100110010010100100100 21 22 25
11011001001111001011001001001011000 11111100001001100011110011000110000 19 19 25
11101111100010110010100001110010000 11100111101000101001001010111100000 19 19 26
11110011010011101001001100100101000 11011101000110010011010100110010100 19 19 24
11110000111010001101010100111010000 11010110110010100101001101101000100 17 17 24
11101110000011100111001010010011000 11100111100010101001001101110000100 20 20 26
11011111100100001100101010010010100 11100111001100110001001110111000000 20 22 25
11011011100001101111000000111001000 11110001110010001111011001000100100 21 21 23
11110110001101001101000011100010100 11111100011000111010011000001110000 18 18 26
11110011101001001001100100111100000 11011010011000111010010011001011000 18 18 23
11010111011000100100110011110010000 10110110001101010011001110011001000 19 19 26
11110010011010010100111110000011000 11011001110100010011001101001100100 18 18 23
11111001100001001111010011000101000 11101001101010011100110100100100100 19 20 25
11100111100001101110000010110011000 11011100001110110010010101001100100 18 18 26
11110110110010001000110011010010100 11101100001101101010001111000110000 20 20 26
11110110001010011100010011110000100 11100101110011010011001010010101000 21 23 25
11010110011101010001011000110101000 11111000011000110011111000110010000 18 18 24
11011011010001100100111001001100100 11110010011110001100001111100001000 18 18 23
11010011010100111001111000100100100 11010101001011110010011000111100000 19 19 26
11101010011001100110101110010010000 11100110111001000110100011011000100 21 21 25
11110110010001110110010011100010000 11111000011100110010011100001010100 19 19 25
11010100111001110010010101100011000 11001110110110100100100100101100100 21 21 24
11011001001111010100111001000100100 11011101001010110010010011010101000 20 20 24
11010011101110101000100010111100000 11110010110010011011100001001110000 18 18 25
11110011000111001001010011010110000 11110100010011100011100101100011000 17 17 24
11110011100001100111100001110100000 11101000111001011100011010100011000 19 19 24
11101100100111100010010011010011000 10111110101101000001100100110100100 19 19 25
11101111000010111000001101110000100 11110010011100011011001000111001000 21 21 26
11110100100111011000001101001011000 11110011010110000111110001000100100 20 20 24
11101100101001110010110100001010100 11111000111001000011100111000101000 18 18 25
11100011011100010011100111000011000 11011001001111010011000011100100100 20 20 25
11110100011100100111100001101001000 11001101111001001100100101001100100 22 22 26
11010010101111100010100101001101000 11110010011010101001101110000010100 17 17 25
11110111010001010010011100011000100 11100011011100010011111001000011000 20 20 24
11111001100000110011010011010010100 11101001110010100101111001000101000 19 20 25
11111000111100000110011000110100100 11110110100110101001010011000101000 18 18 24
11100110010011101100011001100101000 11011110011100100010001111001000100 22 22 26
11110001100111000110110001010011000 11110101001110001010010110100100100 21 21 24
10111101110001101101000100010101000 11100110111000011010001111100000100 20 20 24
10111010011010001101011000110100100 11110100101001111000100011001101000 20 20 25
11110100100110011000111010001100100 11100111100000101110010011010011000 17 17 24
11011111100110000101001100010110000 11110000111110010001100011111000000 21 21 24
10110100111010101000110101100010100 11101100100100110110110000111100000 20 21 26
11110001101001001101001100111100000 11101110000101101001010011100011000 19 19 24
11011000111101000011001011011000100 11110010100111011000101001100011000 19 19 25
10111110110001001010011001010011000 11100111011100011001010001110010000 21 22 26
11100101001111001001001111100000100 11101001110100010100110011100011000 17 17 25
11111001010011101001001010010100100 11011100010011011000111001010011000 19 20 24
11110011000100101101100011110001000 11011000111100011010001110010100100 18 18 25
11111001100100101110000111000110000 11110100010100101101110000111000100 19 19 25
11010100101100110110001111001001000 11101001101010100010111001010100100 19 22 26
11110100010111110100100101000110000 11111011010100100000110011110001000 19 19 23
11111001100010011100001100110110000 11011010101001001110011001001011000 19 19 26
11110010100110111001100001010010100 11010011011010001101100100111010000 20 20 25
11100111001110001100011100001100100 11101011010010010110001111000101000 17 17 24
11011000110011100110001100110010100 11001111010000111100110001001101000 19 19 27
11101110011010001110000101010100100 11110101000110001101100011001011000 20 21 26
11010011100110011000111001010010100 11110010001101100011111100010001000 16 16 23
11111001101110000110001001100010100 11110101100100111001011000101010000 18 18 24
10110101101001001111010001001110000 11111001010001101001010010110011000 18 18 24
11110001001011100011001101100010100 11110110001101100001010011011100000 18 18 25
11111001011010000100111010010100100 11011110100110100111001000001011000 21 22 24
11110100101001010101101000110011000 11100111000101100010101101100110000 19 19 25
11110101010010001110010100110101000 11001100111001101100100101001100100 21 22 25
11100011111000010100111000101011000 11110110001010011001001111100000100 17 17 24
11101001100110110110100110001001000 11101010010010101110100110100010100 21 22 25
11100111101100100110101010000100100 10101110001110110000110110011001000 22 22 24
11111000100110001110100111000101000 11101100011100110101001001001010100 20 20 26
11110100010011001110001011010010100 11111100110001111000000111000101000 18 18 26
11110101000110011001010011010100100 11110010111111000110011000000101000 21 23 24
11101111001100100110001001110010000 11110000111110000100111101000010100 20 20 23
11101110000101110000111100100101000 11001100111100011010100111001000100 23 24 25
11101010011001001111000111010010000 11100011100110010011100101010010100 19 19 25
11101001001100111011100100110001000 11110110100100110110001010011000100 21 22 26
11101010011000110101001101001101000 11100101001011110000110100110100100 18 18 26
11111010000110001011011100010100100 11001111001100110011010000110101000 21 21 26
11101100101001110100110010010011000 11100111100101100011001001001100100 21 21 25
11101111110001000110001001100011000 11001110110010100110010110001100100 20 23 25
10111100011001001111100011000100100 11110011100001101001110000111100000 19 19 24
11101010011000111001100101001101000 11001011101010100011011000111000100 20 20 26
11110100101001001110011001011001000 11100111100010011100001110100100100 21 21 26
11101001100011101110001001100100100 11100100111001100011100100111100000 18 18 24
11110100101101001010010011100100100 11110010111000011001001100111001000 17 17 24
11101100101010011100010010110100100 11100110001110111000001110010011000 18 19 24
11101010100111010100110011000101000 11110101001010100111101010010000100 17 17 24
11110010100110010100111100011100000 11011100111011001000001011100010100 19 19 22
10111000111010100100111010011001000 11100101010011110100111000010100100 19 19 23
11111011000100011110010000110101000 11010111100001100110001111001010000 17 17 21
11111000110010011010100100110011000 11101100010011010011010011010100100 19 19 26
11101110000111100010010010110100100 11010101011000111001100101001101000 19 19 23
11100111011001110001100010010010100 11011100010011101110011001010010000 23 24 25
11011100101100010110001101011001000 11110101000101011000110011100010100 18 18 25
11101110000011001110011110000011000 11001111010001011000101011100110000 17 17 23
11010100110111100001101010010011000 11110011010100101100011100100110000 20 20 24
11111011000000101101001101101001000 11101111101100010010000110010100100 18 18 24
11010100111010011011010100110001000 11001111101000011100100110010100100 19 19 24
11010011110100100110100011001110000 11010100101101101110001011001000100 22 22 26
11001110001101101000110010111100000 10111110010100001111001010001100100 19 19 25
11011100001111000110100110001110000 11111100100100100110010011101001000 18 18 25
11101111000010100111100010010100100 11100110011101000011100011010011000 20 20 23
11110110101001001111000000111100000 11110001011100001101001101001110000 20 21 24
11110011100110010001010100101110000 11110111100100100101100100100011000 21 21 26
11110011111001000010101000110100100 11101111000101001110010110100100000 20 20 25
11100111100010010101001111000101000 11011100110100010011010011001100100 18 18 23
11001011101100011011010011000011000 11111010000100111010001101100100100 17 17 23
11110011100001110001110001100011000 11101000111000110111110000001110000 19 19 26
11101001101011000110001101010010100 11001110011100011100010010111010000 19 19 26
11100101100011110101110001010001000 11101100001110011100011101000010100 17 17 25
10111110110101000011001001100110000 11110011000111010001011011001100000 20 20 25
11011001101000111100010100110011000 11110010110010100111001001001110000 19 19 24
11011111000110001110011000001110000 11111000110010011010001100111000100 17 17 22
10111011000101100011001110001010100 11011010111100100010010011101100000 20 20 26
11111000111100101000110001100100100 11011110100110100011001000110101000 18 18 24
11010110010010111000110111000010100 11101001111000011011100000101101000 19 19 26
11110110000100110111001001100011000 11111001011000110110000100110100100 21 21 26
11110010001110110011100010100101000 11101001110101001100011010011000100 22 23 26
11101000111010110100100011001011000 11001011001100111101100011000100100 17 18 24
11111000101001110100001111011000000 11011010001101001111001110000101000 20 20 25
11010110011100100011111001000100100 11110010100101101000111001100101000 19 19 21
